sample_name,Reference epoxy resin
3688.00,0.062390
3686.00,0.063170
3684.00,0.061968
3682.00,0.063852
3680.00,0.061950
3678.00,0.061273
3676.00,0.061796
3674.00,0.063332
3672.00,0.061859
3670.00,0.063396
3668.00,0.061642
3666.00,0.062789
3664.00,0.059877
3662.00,0.062761
3660.00,0.061237
3658.00,0.061186
3656.00,0.062435
3654.00,0.061005
3652.00,0.059179
3650.00,0.062076
3648.00,0.059347
3646.00,0.059636
3644.00,0.060540
3642.00,0.060507
3640.00,0.060389
3638.00,0.059148
3636.00,0.060088
3634.00,0.059891
3632.00,0.059180
3630.00,0.060408
3628.00,0.058752
3626.00,0.058666
3624.00,0.057639
3622.00,0.057169
3620.00,0.059779
3618.00,0.058644
3616.00,0.059910
3614.00,0.056891
3612.00,0.056806
3610.00,0.059768
3608.00,0.058039
3606.00,0.059299
3604.00,0.059301
3602.00,0.058549
3600.00,0.057033
3598.00,0.056104
3596.00,0.056709
3594.00,0.058218
3592.00,0.058358
3590.00,0.056818
3588.00,0.056358
3586.00,0.058112
3584.00,0.057475
3582.00,0.057840
3580.00,0.055645
3578.00,0.057050
3576.00,0.056002
3574.00,0.056124
3572.00,0.056289
3570.00,0.053985
3568.00,0.053925
3566.00,0.053850
3564.00,0.055610
3562.00,0.056225
3560.00,0.055463
3558.00,0.053821
3556.00,0.054822
3554.00,0.054047
3552.00,0.053746
3550.00,0.054356
3548.00,0.052943
3546.00,0.053169
3544.00,0.054201
3542.00,0.054044
3540.00,0.052558
3538.00,0.054530
3536.00,0.053662
3534.00,0.055098
3532.00,0.053572
3530.00,0.053999
3528.00,0.052692
3526.00,0.053304
3524.00,0.052913
3522.00,0.053816
3520.00,0.052895
3518.00,0.054235
3516.00,0.051759
3514.00,0.051473
3512.00,0.052735
3510.00,0.052575
3508.00,0.052114
3506.00,0.051541
3504.00,0.052749
3502.00,0.051801
3500.00,0.054114
3498.00,0.051350
3496.00,0.052774
3494.00,0.052179
3492.00,0.051946
3490.00,0.051170
3488.00,0.051603
3486.00,0.052286
3484.00,0.052428
3482.00,0.051775
3480.00,0.050575
3478.00,0.050612
3476.00,0.051865
3474.00,0.050223
3472.00,0.050624
3470.00,0.052562
3468.00,0.052771
3466.00,0.052751
3464.00,0.052951
3462.00,0.052487
3460.00,0.052159
3458.00,0.051454
3456.00,0.050510
3454.00,0.051743
3452.00,0.051983
3450.00,0.052036
3448.00,0.052386
3446.00,0.050910
3444.00,0.052689
3442.00,0.053014
3440.00,0.052701
3438.00,0.052810
3436.00,0.050293
3434.00,0.053293
3432.00,0.052040
3430.00,0.053367
3428.00,0.051375
3426.00,0.051068
3424.00,0.051028
3422.00,0.052283
3420.00,0.052307
3418.00,0.050763
3416.00,0.051519
3414.00,0.052726
3412.00,0.053281
3410.00,0.052726
3408.00,0.051303
3406.00,0.052345
3404.00,0.052109
3402.00,0.050879
3400.00,0.053883
3398.00,0.052816
3396.00,0.051258
3394.00,0.052797
3392.00,0.052349
3390.00,0.051243
3388.00,0.053121
3386.00,0.052098
3384.00,0.051746
3382.00,0.053360
3380.00,0.051761
3378.00,0.052812
3376.00,0.054224
3374.00,0.054353
3372.00,0.054488
3370.00,0.053420
3368.00,0.054348
3366.00,0.053359
3364.00,0.055684
3362.00,0.054689
3360.00,0.054637
3358.00,0.055270
3356.00,0.053878
3354.00,0.053611
3352.00,0.053446
3350.00,0.056429
3348.00,0.055281
3346.00,0.053843
3344.00,0.055194
3342.00,0.054168
3340.00,0.053929
3338.00,0.054554
3336.00,0.056045
3334.00,0.056132
3332.00,0.054851
3330.00,0.055902
3328.00,0.055560
3326.00,0.056986
3324.00,0.055009
3322.00,0.056878
3320.00,0.056254
3318.00,0.057042
3316.00,0.058818
3314.00,0.056528
3312.00,0.057752
3310.00,0.057653
3308.00,0.057219
3306.00,0.058567
3304.00,0.058016
3302.00,0.059868
3300.00,0.058482
3298.00,0.058680
3296.00,0.058343
3294.00,0.058579
3292.00,0.057601
3290.00,0.060758
3288.00,0.060840
3286.00,0.059984
3284.00,0.059976
3282.00,0.059891
3280.00,0.059139
3278.00,0.059227
3276.00,0.060046
3274.00,0.060663
3272.00,0.060243
3270.00,0.060024
3268.00,0.061021
3266.00,0.060604
3264.00,0.061298
3262.00,0.060264
3260.00,0.062885
3258.00,0.060839
3256.00,0.061622
3254.00,0.061595
3252.00,0.063848
3250.00,0.062845
3248.00,0.061798
3246.00,0.062038
3244.00,0.064418
3242.00,0.063058
3240.00,0.063548
3238.00,0.064414
3236.00,0.063173
3234.00,0.063788
3232.00,0.065004
3230.00,0.065420
3228.00,0.063599
3226.00,0.065424
3224.00,0.066081
3222.00,0.065554
3220.00,0.063603
3218.00,0.064633
3216.00,0.064357
3214.00,0.067324
3212.00,0.064391
3210.00,0.067493
3208.00,0.067663
3206.00,0.066291
3204.00,0.066516
3202.00,0.067321
3200.00,0.065430
3198.00,0.067349
3196.00,0.066381
3194.00,0.068257
3192.00,0.068150
3190.00,0.068427
3188.00,0.069210
3186.00,0.066178
3184.00,0.067096
3182.00,0.068831
3180.00,0.066896
3178.00,0.067060
3176.00,0.068726
3174.00,0.068589
3172.00,0.067815
3170.00,0.069269
3168.00,0.069879
3166.00,0.070483
3164.00,0.068550
3162.00,0.069727
3160.00,0.071250
3158.00,0.070735
3156.00,0.068322
3154.00,0.071028
3152.00,0.070655
3150.00,0.071913
3148.00,0.070437
3146.00,0.070729
3144.00,0.069712
3142.00,0.071352
3140.00,0.072052
3138.00,0.070546
3136.00,0.070829
3134.00,0.072613
3132.00,0.070952
3130.00,0.072337
3128.00,0.074385
3126.00,0.073251
3124.00,0.076424
3122.00,0.077183
3120.00,0.080207
3118.00,0.079625
3116.00,0.082424
3114.00,0.084828
3112.00,0.090357
3110.00,0.094802
3108.00,0.098457
3106.00,0.103131
3104.00,0.108839
3102.00,0.119093
3100.00,0.124879
3098.00,0.136704
3096.00,0.146100
3094.00,0.160793
3092.00,0.171493
3090.00,0.188564
3088.00,0.204074
3086.00,0.218867
3084.00,0.239778
3082.00,0.256876
3080.00,0.275197
3078.00,0.293853
3076.00,0.312727
3074.00,0.333108
3072.00,0.352631
3070.00,0.370183
3068.00,0.385985
3066.00,0.398549
3064.00,0.411101
3062.00,0.421409
3060.00,0.430447
3058.00,0.437304
3056.00,0.437384
3054.00,0.437821
3052.00,0.437053
3050.00,0.432259
3048.00,0.423758
3046.00,0.412026
3044.00,0.399425
3042.00,0.385356
3040.00,0.367669
3038.00,0.352986
3036.00,0.333883
3034.00,0.315506
3032.00,0.296406
3030.00,0.275628
3028.00,0.255512
3026.00,0.238155
3024.00,0.220335
3022.00,0.203626
3020.00,0.187137
3018.00,0.174490
3016.00,0.160792
3014.00,0.148211
3012.00,0.135776
3010.00,0.126009
3008.00,0.119505
3006.00,0.110805
3004.00,0.103046
3002.00,0.097972
3000.00,0.094954
2998.00,0.088540
2996.00,0.085156
2994.00,0.084296
2992.00,0.079572
2990.00,0.077382
2988.00,0.078217
2986.00,0.075725
2984.00,0.075697
2982.00,0.074872
2980.00,0.071898
2978.00,0.071534
2976.00,0.072305
2974.00,0.071235
2972.00,0.071332
2970.00,0.072711
2968.00,0.070996
2966.00,0.071842
2964.00,0.071163
2962.00,0.069602
2960.00,0.072215
2958.00,0.070693
2956.00,0.071705
2954.00,0.070278
2952.00,0.071612
2950.00,0.071319
2948.00,0.071840
2946.00,0.069913
2944.00,0.070658
2942.00,0.068626
2940.00,0.068434
2938.00,0.070091
2936.00,0.068977
2934.00,0.068846
2932.00,0.069869
2930.00,0.068788
2928.00,0.070449
2926.00,0.068865
2924.00,0.067112
2922.00,0.070030
2920.00,0.066988
2918.00,0.068570
2916.00,0.066830
2914.00,0.069674
2912.00,0.067729
2910.00,0.067855
2908.00,0.069065
2906.00,0.069074
2904.00,0.068769
2902.00,0.067070
2900.00,0.066788
2898.00,0.068401
2896.00,0.068383
2894.00,0.066933
2892.00,0.065168
2890.00,0.066394
2888.00,0.068153
2886.00,0.067315
2884.00,0.066977
2882.00,0.065552
2880.00,0.066799
2878.00,0.064352
2876.00,0.066574
2874.00,0.064415
2872.00,0.065250
2870.00,0.066839
2868.00,0.066842
2866.00,0.065721
2864.00,0.065678
2862.00,0.064000
2860.00,0.065023
2858.00,0.065892
2856.00,0.064889
2854.00,0.064430
2852.00,0.063344
2850.00,0.062608
2848.00,0.064373
2846.00,0.062744
2844.00,0.064548
2842.00,0.063951
2840.00,0.062427
2838.00,0.064224
2836.00,0.062348
2834.00,0.061817
2832.00,0.063435
2830.00,0.062400
2828.00,0.063160
2826.00,0.061841
2824.00,0.061359
2822.00,0.062661
2820.00,0.063494
2818.00,0.064051
2816.00,0.061013
2814.00,0.063104
2812.00,0.061005
2810.00,0.063313
2808.00,0.060695
2806.00,0.061014
2804.00,0.062190
2802.00,0.063354
2800.00,0.063272
2798.00,0.062022
2796.00,0.062247
2794.00,0.061291
2792.00,0.061928
2790.00,0.060076
2788.00,0.060903
2786.00,0.060881
2784.00,0.061802
2782.00,0.062086
2780.00,0.062485
2778.00,0.059804
2776.00,0.060312
2774.00,0.061080
2772.00,0.061203
2770.00,0.062246
2768.00,0.060522
2766.00,0.060451
2764.00,0.061432
2762.00,0.059081
2760.00,0.061892
2758.00,0.059510
2756.00,0.058630
2754.00,0.060341
2752.00,0.058662
2750.00,0.059613
2748.00,0.059976
2746.00,0.059015
2744.00,0.058851
2742.00,0.058426
2740.00,0.061586
2738.00,0.059852
2736.00,0.061121
2734.00,0.059482
2732.00,0.059415
2730.00,0.060182
2728.00,0.061431
2726.00,0.060470
2724.00,0.060771
2722.00,0.060198
2720.00,0.060311
2718.00,0.060934
2716.00,0.059923
2714.00,0.059122
2712.00,0.059433
2710.00,0.059389
2708.00,0.058661
2706.00,0.060481
2704.00,0.058933
2702.00,0.061042
2700.00,0.059338
2698.00,0.061500
2696.00,0.061203
2694.00,0.059540
2692.00,0.058935
2690.00,0.060875
2688.00,0.060138
2686.00,0.059431
2684.00,0.060355
2682.00,0.061356
2680.00,0.061401
2678.00,0.059974
2676.00,0.059412
2674.00,0.061803
2672.00,0.061296
2670.00,0.061911
2668.00,0.060573
2666.00,0.062383
2664.00,0.061755
2662.00,0.060207
2660.00,0.063217
2658.00,0.063041
2656.00,0.061915
2654.00,0.063170
2652.00,0.061296
2650.00,0.060629
2648.00,0.062162
2646.00,0.060998
2644.00,0.062209
2642.00,0.062578
2640.00,0.062720
2638.00,0.062421
2636.00,0.062342
2634.00,0.061444
2632.00,0.063713
2630.00,0.063892
2628.00,0.063732
2626.00,0.063864
2624.00,0.061705
2622.00,0.064382
2620.00,0.062976
2618.00,0.065271
2616.00,0.062479
2614.00,0.062409
2612.00,0.064340
2610.00,0.064937
2608.00,0.063044
2606.00,0.064989
2604.00,0.065607
2602.00,0.064509
2600.00,0.066316
2598.00,0.066790
2596.00,0.063945
2594.00,0.066347
2592.00,0.065797
2590.00,0.064328
2588.00,0.066678
2586.00,0.066932
2584.00,0.067292
2582.00,0.067797
2580.00,0.067697
2578.00,0.066842
2576.00,0.065998
2574.00,0.067867
2572.00,0.065798
2570.00,0.067583
2568.00,0.067674
2566.00,0.066421
2564.00,0.067472
2562.00,0.066995
2560.00,0.069224
2558.00,0.067238
2556.00,0.068568
2554.00,0.069330
2552.00,0.069474
2550.00,0.069839
2548.00,0.069844
2546.00,0.069298
2544.00,0.070210
2542.00,0.069271
2540.00,0.070878
2538.00,0.068539
2536.00,0.070392
2534.00,0.069153
2532.00,0.070841
2530.00,0.069135
2528.00,0.072506
2526.00,0.071950
2524.00,0.071967
2522.00,0.072486
2520.00,0.072304
2518.00,0.070151
2516.00,0.071678
2514.00,0.073033
2512.00,0.072491
2510.00,0.070901
2508.00,0.071408
2506.00,0.074002
2504.00,0.072733
2502.00,0.072169
2500.00,0.072574
2498.00,0.073157
2496.00,0.072330
2494.00,0.073997
2492.00,0.074673
2490.00,0.072478
2488.00,0.075399
2486.00,0.074554
2484.00,0.073680
2482.00,0.075209
2480.00,0.074331
2478.00,0.073398
2476.00,0.075915
2474.00,0.075190
2472.00,0.074257
2470.00,0.077295
2468.00,0.076232
2466.00,0.075277
2464.00,0.075861
2462.00,0.074796
2460.00,0.074865
2458.00,0.075682
2456.00,0.075681
2454.00,0.077089
2452.00,0.075580
2450.00,0.076425
2448.00,0.077774
2446.00,0.076474
2444.00,0.078332
2442.00,0.077290
2440.00,0.076238
2438.00,0.077518
2436.00,0.078423
2434.00,0.079643
2432.00,0.078047
2430.00,0.077708
2428.00,0.078548
2426.00,0.077508
2424.00,0.078468
2422.00,0.080292
2420.00,0.077700
2418.00,0.077745
2416.00,0.079041
2414.00,0.079061
2412.00,0.078408
2410.00,0.080867
2408.00,0.079577
2406.00,0.078637
2404.00,0.080554
2402.00,0.080897
2400.00,0.081110
2398.00,0.079399
2396.00,0.080808
2394.00,0.081207
2392.00,0.079471
2390.00,0.079781
2388.00,0.079011
2386.00,0.079703
2384.00,0.081634
2382.00,0.081435
2380.00,0.080085
2378.00,0.081136
2376.00,0.079966
2374.00,0.080051
2372.00,0.082644
2370.00,0.080659
2368.00,0.081473
2366.00,0.081601
2364.00,0.082310
2362.00,0.082171
2360.00,0.082434
2358.00,0.081384
2356.00,0.082356
2354.00,0.080653
2352.00,0.079829
2350.00,0.082761
2348.00,0.081450
2346.00,0.082289
2344.00,0.083011
2342.00,0.081957
2340.00,0.080897
2338.00,0.081847
2336.00,0.081635
2334.00,0.080410
2332.00,0.083193
2330.00,0.081559
2328.00,0.080234
2326.00,0.080506
2324.00,0.081177
2322.00,0.082046
2320.00,0.082042
2318.00,0.080212
2316.00,0.082629
2314.00,0.082422
2312.00,0.080842
2310.00,0.081169
2308.00,0.080695
2306.00,0.082779
2304.00,0.081957
2302.00,0.079734
2300.00,0.081997
2298.00,0.081898
2296.00,0.082155
2294.00,0.081783
2292.00,0.082592
2290.00,0.080100
2288.00,0.080135
2286.00,0.081070
2284.00,0.079969
2282.00,0.081120
2280.00,0.079228
2278.00,0.079655
2276.00,0.079803
2274.00,0.080335
2272.00,0.078966
2270.00,0.079875
2268.00,0.081817
2266.00,0.080662
2264.00,0.081901
2262.00,0.080908
2260.00,0.080509
2258.00,0.081163
2256.00,0.081492
2254.00,0.081275
2252.00,0.080888
2250.00,0.080598
2248.00,0.078374
2246.00,0.080279
2244.00,0.077903
2242.00,0.078425
2240.00,0.080214
2238.00,0.077552
2236.00,0.080371
2234.00,0.078615
2232.00,0.079267
2230.00,0.077308
2228.00,0.079678
2226.00,0.077284
2224.00,0.079492
2222.00,0.078974
2220.00,0.077101
2218.00,0.078272
2216.00,0.079043
2214.00,0.077644
2212.00,0.077844
2210.00,0.076212
2208.00,0.075809
2206.00,0.078917
2204.00,0.076228
2202.00,0.075999
2200.00,0.076154
2198.00,0.078249
2196.00,0.075990
2194.00,0.075416
2192.00,0.076448
2190.00,0.078092
2188.00,0.076303
2186.00,0.077719
2184.00,0.077453
2182.00,0.076601
2180.00,0.076891
2178.00,0.075418
2176.00,0.074369
2174.00,0.073858
2172.00,0.074686
2170.00,0.076816
2168.00,0.076404
2166.00,0.075376
2164.00,0.075573
2162.00,0.076090
2160.00,0.072963
2158.00,0.074555
2156.00,0.072989
2154.00,0.073042
2152.00,0.073660
2150.00,0.075172
2148.00,0.072498
2146.00,0.072611
2144.00,0.075223
2142.00,0.074464
2140.00,0.073319
2138.00,0.072447
2136.00,0.074325
2134.00,0.073578
2132.00,0.074484
2130.00,0.073353
2128.00,0.073604
2126.00,0.073031
2124.00,0.073950
2122.00,0.072011
2120.00,0.071032
2118.00,0.072491
2116.00,0.073182
2114.00,0.072712
2112.00,0.072903
2110.00,0.070299
2108.00,0.072328
2106.00,0.070622
2104.00,0.070593
2102.00,0.070332
2100.00,0.071212
2098.00,0.072497
2096.00,0.071501
2094.00,0.069894
2092.00,0.070156
2090.00,0.072074
2088.00,0.070701
2086.00,0.071911
2084.00,0.069989
2082.00,0.071339
2080.00,0.068696
2078.00,0.069807
2076.00,0.068693
2074.00,0.069274
2072.00,0.068606
2070.00,0.069211
2068.00,0.068522
2066.00,0.069083
2064.00,0.068693
2062.00,0.069113
2060.00,0.069803
2058.00,0.067791
2056.00,0.070236
2054.00,0.067953
2052.00,0.068120
2050.00,0.068136
2048.00,0.070160
2046.00,0.070162
2044.00,0.068356
2042.00,0.068514
2040.00,0.068230
2038.00,0.067723
2036.00,0.068154
2034.00,0.067324
2032.00,0.067272
2030.00,0.069979
2028.00,0.069288
2026.00,0.069748
2024.00,0.068279
2022.00,0.068849
2020.00,0.067841
2018.00,0.068683
2016.00,0.069247
2014.00,0.068563
2012.00,0.066918
2010.00,0.067365
2008.00,0.069085
2006.00,0.066976
2004.00,0.069239
2002.00,0.068647
2000.00,0.067669
1998.00,0.068874
1996.00,0.067372
1994.00,0.068601
1992.00,0.068965
1990.00,0.069888
1988.00,0.067932
1986.00,0.067801
1984.00,0.069657
1982.00,0.070213
1980.00,0.068275
1978.00,0.068710
1976.00,0.068645
1974.00,0.067915
1972.00,0.068947
1970.00,0.068077
1968.00,0.067122
1966.00,0.067462
1964.00,0.068793
1962.00,0.069571
1960.00,0.068663
1958.00,0.069053
1956.00,0.070757
1954.00,0.070545
1952.00,0.067741
1950.00,0.068905
1948.00,0.069036
1946.00,0.069800
1944.00,0.068149
1942.00,0.069292
1940.00,0.069760
1938.00,0.069952
1936.00,0.069606
1934.00,0.068373
1932.00,0.071501
1930.00,0.070249
1928.00,0.071651
1926.00,0.069319
1924.00,0.071547
1922.00,0.070135
1920.00,0.070954
1918.00,0.070496
1916.00,0.072301
1914.00,0.071589
1912.00,0.069885
1910.00,0.072174
1908.00,0.070997
1906.00,0.070930
1904.00,0.072563
1902.00,0.071656
1900.00,0.071199
1898.00,0.072761
1896.00,0.072010
1894.00,0.073225
1892.00,0.072108
1890.00,0.071253
1888.00,0.074294
1886.00,0.071744
1884.00,0.073801
1882.00,0.073938
1880.00,0.074060
1878.00,0.072546
1876.00,0.074271
1874.00,0.073834
1872.00,0.074809
1870.00,0.075440
1868.00,0.074320
1866.00,0.075707
1864.00,0.075522
1862.00,0.074999
1860.00,0.075878
1858.00,0.074064
1856.00,0.075662
1854.00,0.073618
1852.00,0.074915
1850.00,0.076388
1848.00,0.076166
1846.00,0.076215
1844.00,0.076962
1842.00,0.076174
1840.00,0.075976
1838.00,0.074800
1836.00,0.076892
1834.00,0.076032
1832.00,0.077661
1830.00,0.075964
1828.00,0.076442
1826.00,0.077135
1824.00,0.078862
1822.00,0.078109
1820.00,0.077792
1818.00,0.076595
1816.00,0.078640
1814.00,0.078749
1812.00,0.077679
1810.00,0.079128
1808.00,0.078235
1806.00,0.080007
1804.00,0.079454
1802.00,0.081082
1800.00,0.081464
1798.00,0.080849
1796.00,0.081541
1794.00,0.079881
1792.00,0.081055
1790.00,0.081453
1788.00,0.080841
1786.00,0.081036
1784.00,0.082633
1782.00,0.082742
1780.00,0.080299
1778.00,0.082886
1776.00,0.082372
1774.00,0.082212
1772.00,0.083018
1770.00,0.082877
1768.00,0.080744
1766.00,0.082113
1764.00,0.083396
1762.00,0.084399
1760.00,0.082345
1758.00,0.083785
1756.00,0.082133
1754.00,0.084906
1752.00,0.082269
1750.00,0.082933
1748.00,0.084956
1746.00,0.084670
1744.00,0.083224
1742.00,0.084924
1740.00,0.084862
1738.00,0.084120
1736.00,0.086128
1734.00,0.086174
1732.00,0.086803
1730.00,0.084755
1728.00,0.085485
1726.00,0.085265
1724.00,0.085994
1722.00,0.084284
1720.00,0.086932
1718.00,0.086923
1716.00,0.084938
1714.00,0.087143
1712.00,0.084911
1710.00,0.087011
1708.00,0.088541
1706.00,0.085673
1704.00,0.088451
1702.00,0.086937
1700.00,0.088084
1698.00,0.087741
1696.00,0.088403
1694.00,0.088305
1692.00,0.089337
1690.00,0.087261
1688.00,0.086824
1686.00,0.087358
1684.00,0.087379
1682.00,0.088189
1680.00,0.088474
1678.00,0.089259
1676.00,0.091342
1674.00,0.090865
1672.00,0.091835
1670.00,0.095435
1668.00,0.098242
1666.00,0.098871
1664.00,0.102062
1662.00,0.106601
1660.00,0.114275
1658.00,0.119215
1656.00,0.129823
1654.00,0.139495
1652.00,0.153934
1650.00,0.169360
1648.00,0.187229
1646.00,0.206488
1644.00,0.230921
1642.00,0.256783
1640.00,0.285762
1638.00,0.321947
1636.00,0.356221
1634.00,0.395646
1632.00,0.435286
1630.00,0.476277
1628.00,0.521602
1626.00,0.564337
1624.00,0.606339
1622.00,0.646051
1620.00,0.682817
1618.00,0.715889
1616.00,0.747187
1614.00,0.768326
1612.00,0.787218
1610.00,0.796523
1608.00,0.799141
1606.00,0.796270
1604.00,0.784726
1602.00,0.769807
1600.00,0.745384
1598.00,0.718181
1596.00,0.684782
1594.00,0.645297
1592.00,0.604702
1590.00,0.562010
1588.00,0.519476
1586.00,0.476313
1584.00,0.434869
1582.00,0.396135
1580.00,0.357541
1578.00,0.321033
1576.00,0.287032
1574.00,0.256381
1572.00,0.231797
1570.00,0.208868
1568.00,0.189407
1566.00,0.171405
1564.00,0.158128
1562.00,0.145195
1560.00,0.139690
1558.00,0.131047
1556.00,0.131666
1554.00,0.128650
1552.00,0.133672
1550.00,0.136581
1548.00,0.146374
1546.00,0.158091
1544.00,0.170043
1542.00,0.188848
1540.00,0.211336
1538.00,0.234763
1536.00,0.262379
1534.00,0.293671
1532.00,0.328229
1530.00,0.363861
1528.00,0.400805
1526.00,0.441886
1524.00,0.480767
1522.00,0.516446
1520.00,0.554693
1518.00,0.586597
1516.00,0.613634
1514.00,0.637749
1512.00,0.654263
1510.00,0.663924
1508.00,0.668443
1506.00,0.663476
1504.00,0.653979
1502.00,0.635409
1500.00,0.611813
1498.00,0.583493
1496.00,0.551359
1494.00,0.514293
1492.00,0.479224
1490.00,0.437580
1488.00,0.399139
1486.00,0.360147
1484.00,0.323192
1482.00,0.290462
1480.00,0.258865
1478.00,0.229644
1476.00,0.206293
1474.00,0.183367
1472.00,0.163476
1470.00,0.147474
1468.00,0.135558
1466.00,0.121852
1464.00,0.112905
1462.00,0.107790
1460.00,0.099430
1458.00,0.097560
1456.00,0.092719
1454.00,0.090696
1452.00,0.087154
1450.00,0.087743
1448.00,0.084389
1446.00,0.085129
1444.00,0.082800
1442.00,0.082611
1440.00,0.082933
1438.00,0.081591
1436.00,0.083591
1434.00,0.083955
1432.00,0.082184
1430.00,0.083897
1428.00,0.082172
1426.00,0.081115
1424.00,0.082378
1422.00,0.080543
1420.00,0.082258
1418.00,0.080333
1416.00,0.082246
1414.00,0.081805
1412.00,0.081076
1410.00,0.081007
1408.00,0.082479
1406.00,0.081873
1404.00,0.082234
1402.00,0.079338
1400.00,0.079404
1398.00,0.079764
1396.00,0.079001
1394.00,0.080853
1392.00,0.081307
1390.00,0.081720
1388.00,0.078552
1386.00,0.081493
1384.00,0.079296
1382.00,0.079337
1380.00,0.080730
1378.00,0.079203
1376.00,0.080096
1374.00,0.080439
1372.00,0.080339
1370.00,0.077954
1368.00,0.080414
1366.00,0.079651
1364.00,0.078444
1362.00,0.077436
1360.00,0.077507
1358.00,0.078843
1356.00,0.079994
1354.00,0.079951
1352.00,0.078455
1350.00,0.078004
1348.00,0.076351
1346.00,0.077325
1344.00,0.078520
1342.00,0.077588
1340.00,0.077370
1338.00,0.077299
1336.00,0.076664
1334.00,0.076356
1332.00,0.079224
1330.00,0.078315
1328.00,0.079465
1326.00,0.078912
1324.00,0.078366
1322.00,0.078426
1320.00,0.078571
1318.00,0.079642
1316.00,0.079456
1314.00,0.080677
1312.00,0.083033
1310.00,0.086903
1308.00,0.087347
1306.00,0.092483
1304.00,0.097074
1302.00,0.100892
1300.00,0.104175
1298.00,0.110939
1296.00,0.120439
1294.00,0.130421
1292.00,0.139459
1290.00,0.154597
1288.00,0.167105
1286.00,0.182560
1284.00,0.201059
1282.00,0.219926
1280.00,0.240896
1278.00,0.264148
1276.00,0.289171
1274.00,0.310830
1272.00,0.338267
1270.00,0.365525
1268.00,0.389826
1266.00,0.413994
1264.00,0.439089
1262.00,0.463100
1260.00,0.483489
1258.00,0.504557
1256.00,0.518857
1254.00,0.533183
1252.00,0.542765
1250.00,0.549601
1248.00,0.549961
1246.00,0.550378
1244.00,0.542093
1242.00,0.534481
1240.00,0.519675
1238.00,0.504723
1236.00,0.484427
1234.00,0.465054
1232.00,0.440373
1230.00,0.417388
1228.00,0.392080
1226.00,0.363708
1224.00,0.340494
1222.00,0.314562
1220.00,0.289538
1218.00,0.266233
1216.00,0.242368
1214.00,0.221809
1212.00,0.203267
