sample_name,Reference acrylic coating
3698.00,0.045786
3696.00,0.045549
3694.00,0.045257
3692.00,0.045505
3690.00,0.045722
3688.00,0.045396
3686.00,0.043563
3684.00,0.044592
3682.00,0.045805
3680.00,0.044115
3678.00,0.044697
3676.00,0.044948
3674.00,0.044998
3672.00,0.043439
3670.00,0.044652
3668.00,0.045017
3666.00,0.044015
3664.00,0.045071
3662.00,0.044945
3660.00,0.042794
3658.00,0.043983
3656.00,0.043829
3654.00,0.042603
3652.00,0.042871
3650.00,0.042805
3648.00,0.042086
3646.00,0.043844
3644.00,0.042035
3642.00,0.043629
3640.00,0.043812
3638.00,0.043803
3636.00,0.042132
3634.00,0.042540
3632.00,0.042742
3630.00,0.042361
3628.00,0.042350
3626.00,0.042783
3624.00,0.042387
3622.00,0.042745
3620.00,0.042887
3618.00,0.042984
3616.00,0.041502
3614.00,0.042035
3612.00,0.042105
3610.00,0.040829
3608.00,0.042591
3606.00,0.040569
3604.00,0.042198
3602.00,0.041436
3600.00,0.040365
3598.00,0.042237
3596.00,0.041493
3594.00,0.040572
3592.00,0.039893
3590.00,0.040247
3588.00,0.040275
3586.00,0.039669
3584.00,0.041585
3582.00,0.041349
3580.00,0.040540
3578.00,0.039076
3576.00,0.039453
3574.00,0.039293
3572.00,0.039252
3570.00,0.039366
3568.00,0.039489
3566.00,0.040234
3564.00,0.039270
3562.00,0.040465
3560.00,0.038876
3558.00,0.038468
3556.00,0.039056
3554.00,0.039330
3552.00,0.040044
3550.00,0.038222
3548.00,0.038824
3546.00,0.039699
3544.00,0.038223
3542.00,0.038166
3540.00,0.039722
3538.00,0.039773
3536.00,0.038862
3534.00,0.038806
3532.00,0.038194
3530.00,0.038797
3528.00,0.038085
3526.00,0.037856
3524.00,0.039328
3522.00,0.038415
3520.00,0.037444
3518.00,0.037544
3516.00,0.036937
3514.00,0.037552
3512.00,0.037118
3510.00,0.037906
3508.00,0.038171
3506.00,0.038201
3504.00,0.038167
3502.00,0.038234
3500.00,0.037772
3498.00,0.036580
3496.00,0.038078
3494.00,0.037656
3492.00,0.038002
3490.00,0.037712
3488.00,0.036322
3486.00,0.036473
3484.00,0.036900
3482.00,0.036405
3480.00,0.037492
3478.00,0.038229
3476.00,0.037237
3474.00,0.037182
3472.00,0.036785
3470.00,0.036575
3468.00,0.037154
3466.00,0.036294
3464.00,0.038228
3462.00,0.037166
3460.00,0.036747
3458.00,0.038133
3456.00,0.036214
3454.00,0.038090
3452.00,0.037077
3450.00,0.038199
3448.00,0.036765
3446.00,0.037589
3444.00,0.037540
3442.00,0.037076
3440.00,0.037539
3438.00,0.036191
3436.00,0.036042
3434.00,0.038113
3432.00,0.035979
3430.00,0.037215
3428.00,0.036637
3426.00,0.036397
3424.00,0.038009
3422.00,0.037285
3420.00,0.037929
3418.00,0.037424
3416.00,0.036016
3414.00,0.038500
3412.00,0.038357
3410.00,0.036966
3408.00,0.037256
3406.00,0.036474
3404.00,0.036896
3402.00,0.036938
3400.00,0.038170
3398.00,0.038101
3396.00,0.037661
3394.00,0.038887
3392.00,0.038384
3390.00,0.036706
3388.00,0.038901
3386.00,0.037446
3384.00,0.037298
3382.00,0.038823
3380.00,0.038105
3378.00,0.038927
3376.00,0.037711
3374.00,0.038662
3372.00,0.039361
3370.00,0.039555
3368.00,0.038966
3366.00,0.037495
3364.00,0.038230
3362.00,0.039742
3360.00,0.038673
3358.00,0.038996
3356.00,0.038048
3354.00,0.038589
3352.00,0.038798
3350.00,0.040410
3348.00,0.039107
3346.00,0.039732
3344.00,0.039579
3342.00,0.039245
3340.00,0.040464
3338.00,0.040534
3336.00,0.041102
3334.00,0.040404
3332.00,0.039687
3330.00,0.040513
3328.00,0.039739
3326.00,0.040177
3324.00,0.040436
3322.00,0.041674
3320.00,0.040847
3318.00,0.041897
3316.00,0.040222
3314.00,0.041734
3312.00,0.041146
3310.00,0.040001
3308.00,0.040604
3306.00,0.042420
3304.00,0.040593
3302.00,0.041299
3300.00,0.042002
3298.00,0.042179
3296.00,0.042962
3294.00,0.043254
3292.00,0.043114
3290.00,0.042497
3288.00,0.043498
3286.00,0.042361
3284.00,0.043522
3282.00,0.042924
3280.00,0.043311
3278.00,0.043922
3276.00,0.042309
3274.00,0.042694
3272.00,0.043409
3270.00,0.042660
3268.00,0.044671
3266.00,0.044256
3264.00,0.044588
3262.00,0.043936
3260.00,0.043232
3258.00,0.044756
3256.00,0.043496
3254.00,0.045103
3252.00,0.045410
3250.00,0.045218
3248.00,0.046125
3246.00,0.045808
3244.00,0.046155
3242.00,0.044759
3240.00,0.045651
3238.00,0.045849
3236.00,0.045244
3234.00,0.046309
3232.00,0.046203
3230.00,0.045804
3228.00,0.046957
3226.00,0.046306
3224.00,0.046064
3222.00,0.046265
3220.00,0.047403
3218.00,0.047969
3216.00,0.046628
3214.00,0.046088
3212.00,0.046549
3210.00,0.048447
3208.00,0.046591
3206.00,0.046288
3204.00,0.047049
3202.00,0.046933
3200.00,0.047750
3198.00,0.048247
3196.00,0.048099
3194.00,0.048227
3192.00,0.048965
3190.00,0.048972
3188.00,0.049094
3186.00,0.049109
3184.00,0.048802
3182.00,0.048121
3180.00,0.049685
3178.00,0.049726
3176.00,0.048305
3174.00,0.049620
3172.00,0.049550
3170.00,0.048708
3168.00,0.049967
3166.00,0.048865
3164.00,0.050767
3162.00,0.050229
3160.00,0.050219
3158.00,0.049733
3156.00,0.049820
3154.00,0.050904
3152.00,0.051029
3150.00,0.049539
3148.00,0.049968
3146.00,0.049835
3144.00,0.051025
3142.00,0.050774
3140.00,0.051227
3138.00,0.051123
3136.00,0.051057
3134.00,0.051579
3132.00,0.052088
3130.00,0.050402
3128.00,0.050952
3126.00,0.051372
3124.00,0.051446
3122.00,0.052223
3120.00,0.051076
3118.00,0.052156
3116.00,0.050827
3114.00,0.051813
3112.00,0.052760
3110.00,0.050673
3108.00,0.050597
3106.00,0.050682
3104.00,0.051701
3102.00,0.052978
3100.00,0.052270
3098.00,0.052085
3096.00,0.053012
3094.00,0.052803
3092.00,0.050903
3090.00,0.052473
3088.00,0.052979
3086.00,0.051961
3084.00,0.053004
3082.00,0.052510
3080.00,0.052366
3078.00,0.053348
3076.00,0.052400
3074.00,0.053159
3072.00,0.052732
3070.00,0.051267
3068.00,0.052942
3066.00,0.052640
3064.00,0.052339
3062.00,0.052579
3060.00,0.052055
3058.00,0.053308
3056.00,0.052052
3054.00,0.051705
3052.00,0.052062
3050.00,0.051645
3048.00,0.053617
3046.00,0.052599
3044.00,0.052530
3042.00,0.052360
3040.00,0.051693
3038.00,0.052630
3036.00,0.052677
3034.00,0.051508
3032.00,0.051635
3030.00,0.052674
3028.00,0.052260
3026.00,0.051835
3024.00,0.051562
3022.00,0.052985
3020.00,0.052852
3018.00,0.052452
3016.00,0.051209
3014.00,0.051786
3012.00,0.052239
3010.00,0.052943
3008.00,0.053034
3006.00,0.052713
3004.00,0.052904
3002.00,0.053023
3000.00,0.052336
2998.00,0.052433
2996.00,0.052569
2994.00,0.050588
2992.00,0.051795
2990.00,0.051624
2988.00,0.050905
2986.00,0.051160
2984.00,0.052289
2982.00,0.052540
2980.00,0.051047
2978.00,0.051607
2976.00,0.052390
2974.00,0.051871
2972.00,0.049874
2970.00,0.050339
2968.00,0.051141
2966.00,0.049906
2964.00,0.050020
2962.00,0.049735
2960.00,0.051556
2958.00,0.051251
2956.00,0.049523
2954.00,0.050263
2952.00,0.051430
2950.00,0.049567
2948.00,0.051179
2946.00,0.051010
2944.00,0.050261
2942.00,0.050471
2940.00,0.049705
2938.00,0.050992
2936.00,0.050769
2934.00,0.049652
2932.00,0.049156
2930.00,0.048678
2928.00,0.048237
2926.00,0.048785
2924.00,0.050352
2922.00,0.048359
2920.00,0.048181
2918.00,0.049131
2916.00,0.049621
2914.00,0.048491
2912.00,0.047926
2910.00,0.048195
2908.00,0.048852
2906.00,0.048187
2904.00,0.047200
2902.00,0.049151
2900.00,0.048830
2898.00,0.049021
2896.00,0.048855
2894.00,0.048333
2892.00,0.046624
2890.00,0.048718
2888.00,0.048093
2886.00,0.047704
2884.00,0.047866
2882.00,0.046242
2880.00,0.047901
2878.00,0.046711
2876.00,0.047267
2874.00,0.045751
2872.00,0.046609
2870.00,0.046855
2868.00,0.047707
2866.00,0.045780
2864.00,0.045304
2862.00,0.046714
2860.00,0.046001
2858.00,0.046395
2856.00,0.046498
2854.00,0.046710
2852.00,0.045604
2850.00,0.046866
2848.00,0.044623
2846.00,0.046561
2844.00,0.044794
2842.00,0.045488
2840.00,0.045554
2838.00,0.045769
2836.00,0.045572
2834.00,0.045310
2832.00,0.045607
2830.00,0.044738
2828.00,0.044055
2826.00,0.045899
2824.00,0.044545
2822.00,0.045854
2820.00,0.045673
2818.00,0.043467
2816.00,0.043902
2814.00,0.045603
2812.00,0.043632
2810.00,0.044496
2808.00,0.045313
2806.00,0.044947
2804.00,0.043443
2802.00,0.045332
2800.00,0.043797
2798.00,0.043902
2796.00,0.042933
2794.00,0.042986
2792.00,0.043204
2790.00,0.045011
2788.00,0.044799
2786.00,0.042740
2784.00,0.043456
2782.00,0.043603
2780.00,0.044226
2778.00,0.043250
2776.00,0.044274
2774.00,0.043854
2772.00,0.044145
2770.00,0.042764
2768.00,0.042666
2766.00,0.042402
2764.00,0.042668
2762.00,0.043231
2760.00,0.042239
2758.00,0.044097
2756.00,0.043890
2754.00,0.044216
2752.00,0.042868
2750.00,0.042519
2748.00,0.044175
2746.00,0.042621
2744.00,0.043327
2742.00,0.043911
2740.00,0.042844
2738.00,0.042983
2736.00,0.043080
2734.00,0.043380
2732.00,0.043839
2730.00,0.042347
2728.00,0.043765
2726.00,0.043039
2724.00,0.043902
2722.00,0.041782
2720.00,0.042988
2718.00,0.041920
2716.00,0.042215
2714.00,0.042322
2712.00,0.043063
2710.00,0.042321
2708.00,0.042231
2706.00,0.043869
2704.00,0.043574
2702.00,0.042899
2700.00,0.042826
2698.00,0.042902
2696.00,0.042822
2694.00,0.042488
2692.00,0.043238
2690.00,0.042419
2688.00,0.042519
2686.00,0.042501
2684.00,0.042468
2682.00,0.043779
2680.00,0.042433
2678.00,0.043205
2676.00,0.043794
2674.00,0.044286
2672.00,0.042882
2670.00,0.044281
2668.00,0.043416
2666.00,0.042983
2664.00,0.044350
2662.00,0.045081
2660.00,0.043949
2658.00,0.044332
2656.00,0.044738
2654.00,0.043728
2652.00,0.043194
2650.00,0.045426
2648.00,0.044497
2646.00,0.044198
2644.00,0.045306
2642.00,0.045466
2640.00,0.044818
2638.00,0.045703
2636.00,0.045594
2634.00,0.045736
2632.00,0.045988
2630.00,0.044124
2628.00,0.045212
2626.00,0.045777
2624.00,0.044272
2622.00,0.045072
2620.00,0.045109
2618.00,0.045180
2616.00,0.045836
2614.00,0.045493
2612.00,0.044906
2610.00,0.046414
2608.00,0.045022
2606.00,0.047038
2604.00,0.045531
2602.00,0.046152
2600.00,0.045921
2598.00,0.046739
2596.00,0.045983
2594.00,0.047901
2592.00,0.045852
2590.00,0.047352
2588.00,0.047775
2586.00,0.047456
2584.00,0.048295
2582.00,0.048270
2580.00,0.046691
2578.00,0.047428
2576.00,0.048517
2574.00,0.048934
2572.00,0.047842
2570.00,0.047215
2568.00,0.047969
2566.00,0.049056
2564.00,0.048116
2562.00,0.049791
2560.00,0.049475
2558.00,0.050028
2556.00,0.048774
2554.00,0.050033
2552.00,0.050063
2550.00,0.048368
2548.00,0.050136
2546.00,0.050007
2544.00,0.049551
2542.00,0.048911
2540.00,0.049694
2538.00,0.049613
2536.00,0.049944
2534.00,0.050867
2532.00,0.050088
2530.00,0.049950
2528.00,0.049881
2526.00,0.049694
2524.00,0.051136
2522.00,0.050401
2520.00,0.050500
2518.00,0.050860
2516.00,0.051838
2514.00,0.051443
2512.00,0.050519
2510.00,0.050703
2508.00,0.052060
2506.00,0.053052
2504.00,0.052216
2502.00,0.052459
2500.00,0.052101
2498.00,0.051780
2496.00,0.052813
2494.00,0.052261
2492.00,0.051848
2490.00,0.052063
2488.00,0.053197
2486.00,0.054178
2484.00,0.053403
2482.00,0.054464
2480.00,0.054029
2478.00,0.054597
2476.00,0.054577
2474.00,0.053738
2472.00,0.053839
2470.00,0.054988
2468.00,0.055039
2466.00,0.053751
2464.00,0.053627
2462.00,0.055561
2460.00,0.055161
2458.00,0.054679
2456.00,0.055019
2454.00,0.055734
2452.00,0.054191
2450.00,0.055574
2448.00,0.056206
2446.00,0.055287
2444.00,0.056457
2442.00,0.056838
2440.00,0.054894
2438.00,0.055812
2436.00,0.055833
2434.00,0.056537
2432.00,0.055099
2430.00,0.057085
2428.00,0.055432
2426.00,0.055277
2424.00,0.055482
2422.00,0.057029
2420.00,0.056951
2418.00,0.057166
2416.00,0.056096
2414.00,0.057415
2412.00,0.056831
2410.00,0.055789
2408.00,0.057098
2406.00,0.057313
2404.00,0.057498
2402.00,0.057210
2400.00,0.057663
2398.00,0.058511
2396.00,0.058383
2394.00,0.057563
2392.00,0.056409
2390.00,0.058362
2388.00,0.056964
2386.00,0.056563
2384.00,0.057799
2382.00,0.056638
2380.00,0.058548
2378.00,0.056804
2376.00,0.058226
2374.00,0.057521
2372.00,0.057802
2370.00,0.056912
2368.00,0.058888
2366.00,0.058422
2364.00,0.057564
2362.00,0.058799
2360.00,0.058922
2358.00,0.059222
2356.00,0.059039
2354.00,0.057341
2352.00,0.057699
2350.00,0.059037
2348.00,0.057835
2346.00,0.057388
2344.00,0.058746
2342.00,0.058067
2340.00,0.059381
2338.00,0.059305
2336.00,0.059549
2334.00,0.059493
2332.00,0.059239
2330.00,0.057588
2328.00,0.057492
2326.00,0.059597
2324.00,0.058844
2322.00,0.057797
2320.00,0.059350
2318.00,0.059344
2316.00,0.059587
2314.00,0.059112
2312.00,0.058890
2310.00,0.057420
2308.00,0.059201
2306.00,0.057369
2304.00,0.058435
2302.00,0.058411
2300.00,0.057052
2298.00,0.058716
2296.00,0.057097
2294.00,0.057211
2292.00,0.058983
2290.00,0.057000
2288.00,0.056926
2286.00,0.058705
2284.00,0.058770
2282.00,0.058589
2280.00,0.058031
2278.00,0.056634
2276.00,0.058348
2274.00,0.056567
2272.00,0.057559
2270.00,0.057878
2268.00,0.057729
2266.00,0.056869
2264.00,0.058099
2262.00,0.057638
2260.00,0.057626
2258.00,0.057142
2256.00,0.057108
2254.00,0.056107
2252.00,0.057261
2250.00,0.057562
2248.00,0.056594
2246.00,0.057691
2244.00,0.056196
2242.00,0.057261
2240.00,0.057196
2238.00,0.055673
2236.00,0.056697
2234.00,0.056337
2232.00,0.055429
2230.00,0.055680
2228.00,0.057447
2226.00,0.056898
2224.00,0.055517
2222.00,0.055356
2220.00,0.056853
2218.00,0.055773
2216.00,0.055229
2214.00,0.055564
2212.00,0.056367
2210.00,0.055086
2208.00,0.056580
2206.00,0.055424
2204.00,0.054232
2202.00,0.055419
2200.00,0.054534
2198.00,0.053826
2196.00,0.055243
2194.00,0.054582
2192.00,0.055648
2190.00,0.055838
2188.00,0.055596
2186.00,0.054160
2184.00,0.054894
2182.00,0.053874
2180.00,0.054370
2178.00,0.054897
2176.00,0.053395
2174.00,0.054447
2172.00,0.054447
2170.00,0.053495
2168.00,0.054858
2166.00,0.053756
2164.00,0.054018
2162.00,0.052830
2160.00,0.053432
2158.00,0.054384
2156.00,0.052828
2154.00,0.053422
2152.00,0.052644
2150.00,0.053077
2148.00,0.053099
2146.00,0.053723
2144.00,0.052756
2142.00,0.052205
2140.00,0.052348
2138.00,0.052702
2136.00,0.053018
2134.00,0.051123
2132.00,0.051612
2130.00,0.051658
2128.00,0.052231
2126.00,0.050903
2124.00,0.051931
2122.00,0.052399
2120.00,0.051026
2118.00,0.052067
2116.00,0.052479
2114.00,0.052462
2112.00,0.051241
2110.00,0.051120
2108.00,0.051288
2106.00,0.051164
2104.00,0.050468
2102.00,0.050174
2100.00,0.051692
2098.00,0.051239
2096.00,0.051457
2094.00,0.050428
2092.00,0.051375
2090.00,0.050324
2088.00,0.051442
2086.00,0.050208
2084.00,0.049126
2082.00,0.049751
2080.00,0.049158
2078.00,0.049763
2076.00,0.050517
2074.00,0.050627
2072.00,0.048986
2070.00,0.049951
2068.00,0.048847
2066.00,0.049989
2064.00,0.048828
2062.00,0.049900
2060.00,0.050097
2058.00,0.049193
2056.00,0.050150
2054.00,0.050284
2052.00,0.050640
2050.00,0.050413
2048.00,0.049702
2046.00,0.049587
2044.00,0.048682
2042.00,0.049235
2040.00,0.048030
2038.00,0.048534
2036.00,0.049075
2034.00,0.047983
2032.00,0.048613
2030.00,0.049857
2028.00,0.050097
2026.00,0.048246
2024.00,0.049451
2022.00,0.049274
2020.00,0.049695
2018.00,0.047781
2016.00,0.050143
2014.00,0.048749
2012.00,0.047742
2010.00,0.048040
2008.00,0.047762
2006.00,0.049629
2004.00,0.048169
2002.00,0.048973
2000.00,0.048652
1998.00,0.050065
1996.00,0.048894
1994.00,0.048148
1992.00,0.049627
1990.00,0.050027
1988.00,0.048339
1986.00,0.047944
1984.00,0.047811
1982.00,0.049044
1980.00,0.048267
1978.00,0.049862
1976.00,0.048154
1974.00,0.048744
1972.00,0.049897
1970.00,0.049975
1968.00,0.050030
1966.00,0.048166
1964.00,0.048558
1962.00,0.048401
1960.00,0.049909
1958.00,0.050574
1956.00,0.048588
1954.00,0.050110
1952.00,0.048825
1950.00,0.049171
1948.00,0.050731
1946.00,0.049168
1944.00,0.050343
1942.00,0.048731
1940.00,0.049853
1938.00,0.050200
1936.00,0.049985
1934.00,0.051276
1932.00,0.049991
1930.00,0.049865
1928.00,0.049157
1926.00,0.050419
1924.00,0.051310
1922.00,0.049578
1920.00,0.050968
1918.00,0.051465
1916.00,0.050863
1914.00,0.051203
1912.00,0.051350
1910.00,0.051718
1908.00,0.051191
1906.00,0.051466
1904.00,0.050134
1902.00,0.050171
1900.00,0.051717
1898.00,0.051053
1896.00,0.050736
1894.00,0.051034
1892.00,0.051287
1890.00,0.050839
1888.00,0.053064
1886.00,0.051116
1884.00,0.051502
1882.00,0.053240
1880.00,0.053509
1878.00,0.051826
1876.00,0.052882
1874.00,0.053191
1872.00,0.053143
1870.00,0.052512
1868.00,0.054230
1866.00,0.052064
1864.00,0.052584
1862.00,0.053035
1860.00,0.053386
1858.00,0.054514
1856.00,0.054796
1854.00,0.052805
1852.00,0.053710
1850.00,0.053203
1848.00,0.055180
1846.00,0.053286
1844.00,0.054129
1842.00,0.054205
1840.00,0.053752
1838.00,0.055883
1836.00,0.055942
1834.00,0.055508
1832.00,0.056187
1830.00,0.054939
1828.00,0.055383
1826.00,0.056070
1824.00,0.055197
1822.00,0.055172
1820.00,0.055817
1818.00,0.054879
1816.00,0.056013
1814.00,0.057133
1812.00,0.055276
1810.00,0.057474
1808.00,0.057472
1806.00,0.056259
1804.00,0.056852
1802.00,0.057231
1800.00,0.056612
1798.00,0.058384
1796.00,0.058629
1794.00,0.059046
1792.00,0.059967
1790.00,0.059622
1788.00,0.062646
1786.00,0.063130
1784.00,0.066342
1782.00,0.068160
1780.00,0.072711
1778.00,0.075962
1776.00,0.083879
1774.00,0.091822
1772.00,0.099664
1770.00,0.110586
1768.00,0.126537
1766.00,0.142073
1764.00,0.161934
1762.00,0.186430
1760.00,0.214867
1758.00,0.245584
1756.00,0.280698
1754.00,0.321986
1752.00,0.364864
1750.00,0.413831
1748.00,0.462748
1746.00,0.518369
1744.00,0.574390
1742.00,0.629955
1740.00,0.686473
1738.00,0.743107
1736.00,0.796429
1734.00,0.846870
1732.00,0.890974
1730.00,0.929237
1728.00,0.959217
1726.00,0.983381
1724.00,0.996219
1722.00,1.000000
1720.00,0.997407
1718.00,0.983004
1716.00,0.960280
1714.00,0.928691
1712.00,0.890728
1710.00,0.846162
1708.00,0.797362
1706.00,0.743827
1704.00,0.689506
1702.00,0.631199
1700.00,0.575831
1698.00,0.519315
1696.00,0.465021
1694.00,0.414775
1692.00,0.367674
1690.00,0.323555
1688.00,0.283741
1686.00,0.249428
1684.00,0.218241
1682.00,0.189638
1680.00,0.167047
1678.00,0.147187
1676.00,0.129499
1674.00,0.115297
1672.00,0.104195
1670.00,0.095546
1668.00,0.087266
1666.00,0.082010
1664.00,0.079251
1662.00,0.075529
1660.00,0.073196
1658.00,0.070167
1656.00,0.070349
1654.00,0.069340
1652.00,0.071062
1650.00,0.073372
1648.00,0.075017
1646.00,0.078820
1644.00,0.080737
1642.00,0.087865
1640.00,0.094214
1638.00,0.099990
1636.00,0.110484
1634.00,0.120264
1632.00,0.133265
1630.00,0.149163
1628.00,0.165139
1626.00,0.184845
1624.00,0.202860
1622.00,0.224283
1620.00,0.248324
1618.00,0.270936
1616.00,0.291887
1614.00,0.313660
1612.00,0.336882
1610.00,0.355621
1608.00,0.372536
1606.00,0.386048
1604.00,0.395472
1602.00,0.402286
1600.00,0.403218
1598.00,0.400764
1596.00,0.394403
1594.00,0.385326
1592.00,0.372136
1590.00,0.355459
1588.00,0.335907
1586.00,0.314062
1584.00,0.293426
1582.00,0.270637
1580.00,0.246667
1578.00,0.225961
1576.00,0.202429
1574.00,0.182821
1572.00,0.165700
1570.00,0.148597
1568.00,0.133070
1566.00,0.119822
1564.00,0.110198
1562.00,0.099651
1560.00,0.091877
1558.00,0.085619
1556.00,0.081741
1554.00,0.076820
1552.00,0.074513
1550.00,0.071529
1548.00,0.070002
1546.00,0.068211
1544.00,0.065444
1542.00,0.065753
1540.00,0.065131
1538.00,0.063847
1536.00,0.063134
1534.00,0.063383
1532.00,0.063847
1530.00,0.063629
1528.00,0.064310
1526.00,0.063738
1524.00,0.063609
1522.00,0.061756
1520.00,0.063315
1518.00,0.062176
1516.00,0.062030
1514.00,0.063479
1512.00,0.061768
1510.00,0.063225
1508.00,0.062387
1506.00,0.063216
1504.00,0.061499
1502.00,0.062252
1500.00,0.061118
1498.00,0.061759
1496.00,0.062434
1494.00,0.061899
1492.00,0.061465
1490.00,0.061332
1488.00,0.061005
1486.00,0.061376
1484.00,0.061195
1482.00,0.062284
1480.00,0.061508
1478.00,0.060443
1476.00,0.061956
1474.00,0.060603
1472.00,0.061965
1470.00,0.060328
1468.00,0.061834
1466.00,0.059782
1464.00,0.060423
1462.00,0.059415
1460.00,0.061446
1458.00,0.060448
1456.00,0.060999
1454.00,0.060221
1452.00,0.059795
1450.00,0.059714
1448.00,0.058619
1446.00,0.060427
1444.00,0.058649
1442.00,0.060363
1440.00,0.060591
1438.00,0.059939
1436.00,0.058856
1434.00,0.058827
1432.00,0.059778
1430.00,0.060043
1428.00,0.057829
1426.00,0.058526
1424.00,0.058021
1422.00,0.057693
1420.00,0.058502
1418.00,0.057988
1416.00,0.058780
1414.00,0.057329
1412.00,0.057936
1410.00,0.058331
1408.00,0.057815
1406.00,0.058015
1404.00,0.058907
1402.00,0.058009
1400.00,0.057170
1398.00,0.056706
1396.00,0.056422
1394.00,0.057017
1392.00,0.056593
1390.00,0.056948
1388.00,0.058312
1386.00,0.056589
1384.00,0.057757
1382.00,0.057733
1380.00,0.056398
1378.00,0.057593
1376.00,0.057785
1374.00,0.057579
1372.00,0.056501
1370.00,0.055917
1368.00,0.057292
1366.00,0.055461
1364.00,0.057262
1362.00,0.056972
1360.00,0.056466
1358.00,0.056631
1356.00,0.055054
1354.00,0.056089
1352.00,0.056926
1350.00,0.055290
1348.00,0.056502
1346.00,0.056748
1344.00,0.055896
1342.00,0.056703
1340.00,0.055562
1338.00,0.055839
1336.00,0.056112
1334.00,0.056184
1332.00,0.056251
1330.00,0.055341
1328.00,0.056342
1326.00,0.056638
1324.00,0.056131
1322.00,0.055298
1320.00,0.056166
1318.00,0.058054
1316.00,0.058388
1314.00,0.057520
1312.00,0.059592
1310.00,0.061570
1308.00,0.063283
1306.00,0.066280
1304.00,0.067650
1302.00,0.071503
1300.00,0.077371
1298.00,0.082921
1296.00,0.089892
1294.00,0.097761
1292.00,0.105690
1290.00,0.117259
1288.00,0.130287
1286.00,0.146334
1284.00,0.162906
1282.00,0.183290
1280.00,0.204156
1278.00,0.228109
1276.00,0.254085
1274.00,0.282119
1272.00,0.312857
1270.00,0.345097
1268.00,0.377053
1266.00,0.411591
1264.00,0.444556
1262.00,0.479885
1260.00,0.512521
1258.00,0.543626
1256.00,0.572430
1254.00,0.599650
1252.00,0.620669
1250.00,0.640547
1248.00,0.654555
1246.00,0.665526
1244.00,0.670069
1242.00,0.670243
1240.00,0.665173
1238.00,0.656291
1236.00,0.641811
1234.00,0.621752
1232.00,0.601182
1230.00,0.573434
1228.00,0.546734
1226.00,0.516316
1224.00,0.483316
1222.00,0.452593
1220.00,0.420580
1218.00,0.388948
1216.00,0.359846
1214.00,0.331186
1212.00,0.307619
