sample_name,OMNIC synthetic protein buffer ATR
3494.00,0.039063
3492.00,0.040579
3490.00,0.040615
3488.00,0.041327
3486.00,0.043478
3484.00,0.044130
3482.00,0.046432
3480.00,0.046971
3478.00,0.048459
3476.00,0.049311
3474.00,0.052183
3472.00,0.051868
3470.00,0.053556
3468.00,0.055093
3466.00,0.057480
3464.00,0.058431
3462.00,0.058122
3460.00,0.061851
3458.00,0.063862
3456.00,0.063730
3454.00,0.064894
3452.00,0.069249
3450.00,0.070797
3448.00,0.072189
3446.00,0.073024
3444.00,0.074662
3442.00,0.078952
3440.00,0.078034
3438.00,0.081413
3436.00,0.082805
3434.00,0.084457
3432.00,0.086886
3430.00,0.091465
3428.00,0.093356
3426.00,0.093574
3424.00,0.096346
3422.00,0.098682
3420.00,0.101971
3418.00,0.106066
3416.00,0.108571
3414.00,0.109383
3412.00,0.111338
3410.00,0.116198
3408.00,0.117514
3406.00,0.119808
3404.00,0.124203
3402.00,0.124263
3400.00,0.129641
3398.00,0.131823
3396.00,0.132945
3394.00,0.137703
3392.00,0.138339
3390.00,0.141717
3388.00,0.145022
3386.00,0.146920
3384.00,0.150874
3382.00,0.154508
3380.00,0.157570
3378.00,0.160554
3376.00,0.162648
3374.00,0.164167
3372.00,0.168269
3370.00,0.171745
3368.00,0.173077
3366.00,0.176359
3364.00,0.178708
3362.00,0.181839
3360.00,0.185060
3358.00,0.186511
3356.00,0.189337
3354.00,0.193756
3352.00,0.193883
3350.00,0.198441
3348.00,0.198878
3346.00,0.201863
3344.00,0.203830
3342.00,0.205611
3340.00,0.210022
3338.00,0.212124
3336.00,0.212861
3334.00,0.216941
3332.00,0.216769
3330.00,0.219736
3328.00,0.220426
3326.00,0.224128
3324.00,0.225685
3322.00,0.226815
3320.00,0.228079
3318.00,0.230817
3316.00,0.231700
3314.00,0.232369
3312.00,0.234425
3310.00,0.236005
3308.00,0.235051
3306.00,0.236494
3304.00,0.237614
3302.00,0.237531
3300.00,0.238331
3298.00,0.239784
3296.00,0.239714
3294.00,0.241734
3292.00,0.241275
3290.00,0.242581
3288.00,0.240756
3286.00,0.242793
3284.00,0.242131
3282.00,0.241891
3280.00,0.242093
3278.00,0.239690
3276.00,0.240617
3274.00,0.240742
3272.00,0.239375
3270.00,0.237385
3268.00,0.236610
3266.00,0.236182
3264.00,0.234590
3262.00,0.234850
3260.00,0.232253
3258.00,0.231750
3256.00,0.230810
3254.00,0.227333
3252.00,0.227621
3250.00,0.225709
3248.00,0.224691
3246.00,0.220791
3244.00,0.221392
3242.00,0.219259
3240.00,0.217392
3238.00,0.214857
3236.00,0.211778
3234.00,0.211358
3232.00,0.206867
3230.00,0.205188
3228.00,0.204656
3226.00,0.200096
3224.00,0.198574
3222.00,0.196152
3220.00,0.193714
3218.00,0.192302
3216.00,0.188388
3214.00,0.184657
3212.00,0.184543
3210.00,0.181766
3208.00,0.177703
3206.00,0.174189
3204.00,0.173643
3202.00,0.168865
3200.00,0.168410
3198.00,0.163477
3196.00,0.161293
3194.00,0.158837
3192.00,0.157544
3190.00,0.154115
3188.00,0.150868
3186.00,0.148582
3184.00,0.144460
3182.00,0.142767
3180.00,0.139239
3178.00,0.136634
3176.00,0.133250
3174.00,0.131327
3172.00,0.128934
3170.00,0.126911
3168.00,0.124542
3166.00,0.122441
3164.00,0.119690
3162.00,0.116291
3160.00,0.113224
3158.00,0.111447
3156.00,0.109851
3154.00,0.105968
3152.00,0.105674
3150.00,0.101926
3148.00,0.100327
3146.00,0.096233
3144.00,0.095629
3142.00,0.093747
3140.00,0.091126
3138.00,0.088909
3136.00,0.087408
3134.00,0.084733
3132.00,0.084019
3130.00,0.079959
3128.00,0.080007
3126.00,0.077725
3124.00,0.074867
3122.00,0.075156
3120.00,0.070951
3118.00,0.071017
3116.00,0.068523
3114.00,0.068354
3112.00,0.067056
3110.00,0.065130
3108.00,0.064098
3106.00,0.061545
3104.00,0.059176
3102.00,0.059845
3100.00,0.057912
3098.00,0.056848
3096.00,0.055578
3094.00,0.054525
3092.00,0.053345
3090.00,0.052256
3088.00,0.051730
3086.00,0.048902
3084.00,0.048171
3082.00,0.046668
3080.00,0.045764
3078.00,0.044221
3076.00,0.045229
3074.00,0.044234
3072.00,0.041882
3070.00,0.042397
3068.00,0.040705
3066.00,0.040945
3064.00,0.041519
3062.00,0.039852
3060.00,0.038693
3058.00,0.039673
3056.00,0.037934
3054.00,0.037578
3052.00,0.036076
3050.00,0.035452
3048.00,0.037099
3046.00,0.035776
3044.00,0.036651
3042.00,0.035425
3040.00,0.036073
3038.00,0.033709
3036.00,0.033935
3034.00,0.036223
3032.00,0.034435
3030.00,0.036615
3028.00,0.036753
3026.00,0.038158
3024.00,0.036634
3022.00,0.039496
3020.00,0.038219
3018.00,0.040552
3016.00,0.041886
3014.00,0.043571
3012.00,0.045910
3010.00,0.048798
3008.00,0.048420
3006.00,0.053638
3004.00,0.055766
3002.00,0.059277
3000.00,0.061362
2998.00,0.064329
2996.00,0.068613
2994.00,0.071269
2992.00,0.075043
2990.00,0.080169
2988.00,0.084011
2986.00,0.087761
2984.00,0.092548
2982.00,0.097543
2980.00,0.100593
2978.00,0.104441
2976.00,0.107106
2974.00,0.111147
2972.00,0.116665
2970.00,0.119247
2968.00,0.121082
2966.00,0.121993
2964.00,0.123924
2962.00,0.126269
2960.00,0.127485
2958.00,0.127608
2956.00,0.127066
2954.00,0.123846
2952.00,0.125341
2950.00,0.121257
2948.00,0.118489
2946.00,0.118038
2944.00,0.113692
2942.00,0.111663
2940.00,0.107549
2938.00,0.102847
2936.00,0.097847
2934.00,0.095514
2932.00,0.090124
2930.00,0.085956
2928.00,0.082827
2926.00,0.077848
2924.00,0.071882
2922.00,0.069104
2920.00,0.064022
2918.00,0.062649
2916.00,0.057230
2914.00,0.054775
2912.00,0.050734
2910.00,0.047631
2908.00,0.045333
2906.00,0.041827
2904.00,0.040593
2902.00,0.037736
2900.00,0.035177
2898.00,0.033885
2896.00,0.033045
2894.00,0.031973
2892.00,0.031475
2890.00,0.030833
2888.00,0.029966
2886.00,0.027496
2884.00,0.026643
2882.00,0.025554
2880.00,0.027461
2878.00,0.024925
2876.00,0.025927
2874.00,0.024245
2872.00,0.024305
2870.00,0.024441
2868.00,0.024317
2866.00,0.026017
2864.00,0.025686
2862.00,0.023705
2860.00,0.025101
2858.00,0.025577
2856.00,0.024126
2854.00,0.023118
2852.00,0.024299
2850.00,0.023801
2848.00,0.024454
2846.00,0.025103
2844.00,0.023817
2842.00,0.023158
2840.00,0.023852
2838.00,0.023097
2836.00,0.025024
2834.00,0.024700
2832.00,0.023567
2830.00,0.023082
2828.00,0.023875
2826.00,0.024367
2824.00,0.023257
2822.00,0.024756
2820.00,0.023525
2818.00,0.024157
2816.00,0.023958
2814.00,0.021751
2812.00,0.021821
2810.00,0.022689
2808.00,0.022286
2806.00,0.022964
2804.00,0.022812
2802.00,0.023109
2800.00,0.023972
2798.00,0.024174
2796.00,0.022962
2794.00,0.023965
2792.00,0.022178
2790.00,0.022483
2788.00,0.023378
2786.00,0.023160
2784.00,0.023384
2782.00,0.023940
2780.00,0.022687
2778.00,0.021425
2776.00,0.022286
2774.00,0.022746
2772.00,0.022271
2770.00,0.021878
2768.00,0.023023
2766.00,0.022605
2764.00,0.022667
2762.00,0.023799
2760.00,0.023692
2758.00,0.021652
2756.00,0.023339
2754.00,0.021179
2752.00,0.022076
2750.00,0.022270
2748.00,0.022828
2746.00,0.023575
2744.00,0.021256
2742.00,0.024052
2740.00,0.022675
2738.00,0.022761
2736.00,0.023114
2734.00,0.022335
2732.00,0.021407
2730.00,0.023407
2728.00,0.023485
2726.00,0.023935
2724.00,0.022387
2722.00,0.022751
2720.00,0.023336
2718.00,0.023392
2716.00,0.021621
2714.00,0.023778
2712.00,0.021591
2710.00,0.022255
2708.00,0.022862
2706.00,0.022853
2704.00,0.023041
2702.00,0.021649
2700.00,0.022617
2698.00,0.022178
2696.00,0.023152
2694.00,0.022215
2692.00,0.024286
2690.00,0.023335
2688.00,0.021904
2686.00,0.021599
2684.00,0.021745
2682.00,0.022647
2680.00,0.023922
2678.00,0.023492
2676.00,0.021944
2674.00,0.023452
2672.00,0.022222
2670.00,0.022630
2668.00,0.021830
2666.00,0.024474
2664.00,0.024446
2662.00,0.023335
2660.00,0.023415
2658.00,0.024510
2656.00,0.022030
2654.00,0.024840
2652.00,0.023793
2650.00,0.022563
2648.00,0.024697
2646.00,0.024310
2644.00,0.024505
2642.00,0.022130
2640.00,0.024656
2638.00,0.024353
2636.00,0.023941
2634.00,0.024421
2632.00,0.023409
2630.00,0.023621
2628.00,0.022958
2626.00,0.022691
2624.00,0.024607
2622.00,0.023516
2620.00,0.025551
2618.00,0.023845
2616.00,0.024246
2614.00,0.023487
2612.00,0.024442
2610.00,0.024335
2608.00,0.023492
2606.00,0.023034
2604.00,0.023866
2602.00,0.025570
2600.00,0.024741
2598.00,0.024974
2596.00,0.023760
2594.00,0.026210
2592.00,0.026217
2590.00,0.024301
2588.00,0.023508
2586.00,0.024880
2584.00,0.024613
2582.00,0.026141
2580.00,0.024772
2578.00,0.026411
2576.00,0.026027
2574.00,0.024750
2572.00,0.025523
2570.00,0.026098
2568.00,0.024610
2566.00,0.026706
2564.00,0.026740
2562.00,0.025912
2560.00,0.025929
2558.00,0.026704
2556.00,0.025563
2554.00,0.027447
2552.00,0.025972
2550.00,0.026874
2548.00,0.026731
2546.00,0.026537
2544.00,0.025940
2542.00,0.025781
2540.00,0.027576
2538.00,0.025041
2536.00,0.026875
2534.00,0.026040
2532.00,0.025744
2530.00,0.025764
2528.00,0.028145
2526.00,0.027416
2524.00,0.026380
2522.00,0.025748
2520.00,0.026367
2518.00,0.027880
2516.00,0.026018
2514.00,0.027115
2512.00,0.027878
2510.00,0.027198
2508.00,0.026822
2506.00,0.026262
2504.00,0.027898
2502.00,0.026467
2500.00,0.027301
2498.00,0.027045
2496.00,0.027978
2494.00,0.028663
2492.00,0.027973
2490.00,0.027951
2488.00,0.028012
2486.00,0.028154
2484.00,0.027777
2482.00,0.028146
2480.00,0.029797
2478.00,0.027476
2476.00,0.027224
2474.00,0.029514
2472.00,0.028438
2470.00,0.028201
2468.00,0.029891
2466.00,0.027526
2464.00,0.030035
2462.00,0.028255
2460.00,0.029397
2458.00,0.029824
2456.00,0.029983
2454.00,0.029643
2452.00,0.030291
2450.00,0.030316
2448.00,0.029433
2446.00,0.029347
2444.00,0.030790
2442.00,0.028759
2440.00,0.028980
2438.00,0.030277
2436.00,0.030966
2434.00,0.029013
2432.00,0.028416
2430.00,0.030745
2428.00,0.028475
2426.00,0.030815
2424.00,0.030318
2422.00,0.030682
2420.00,0.029666
2418.00,0.029708
2416.00,0.030665
2414.00,0.028972
2412.00,0.029458
2410.00,0.029844
2408.00,0.028717
2406.00,0.028660
2404.00,0.031670
2402.00,0.029625
2400.00,0.029474
2398.00,0.030225
2396.00,0.029585
2394.00,0.030579
2392.00,0.031834
2390.00,0.029235
2388.00,0.030772
2386.00,0.029092
2384.00,0.030573
2382.00,0.030361
2380.00,0.029739
2378.00,0.031790
2376.00,0.031078
2374.00,0.030175
2372.00,0.030397
2370.00,0.030271
2368.00,0.029736
2366.00,0.030995
2364.00,0.030359
2362.00,0.031414
2360.00,0.031514
2358.00,0.029766
2356.00,0.031640
2354.00,0.031402
2352.00,0.030820
2350.00,0.031030
2348.00,0.030675
2346.00,0.029428
2344.00,0.029434
2342.00,0.030659
2340.00,0.031916
2338.00,0.032393
2336.00,0.032113
2334.00,0.031062
2332.00,0.031771
2330.00,0.029929
2328.00,0.031922
2326.00,0.030355
2324.00,0.030735
2322.00,0.031426
2320.00,0.029474
2318.00,0.031766
2316.00,0.031331
2314.00,0.031583
2312.00,0.030374
2310.00,0.029703
2308.00,0.029529
2306.00,0.030375
2304.00,0.029717
2302.00,0.030929
2300.00,0.029492
2298.00,0.031346
2296.00,0.030849
2294.00,0.030464
2292.00,0.029674
2290.00,0.031546
2288.00,0.029786
2286.00,0.030022
2284.00,0.031193
2282.00,0.031000
2280.00,0.031988
2278.00,0.031827
2276.00,0.031679
2274.00,0.030579
2272.00,0.031899
2270.00,0.029426
2268.00,0.029307
2266.00,0.030865
2264.00,0.031212
2262.00,0.031681
2260.00,0.030328
2258.00,0.029848
2256.00,0.031812
2254.00,0.031757
2252.00,0.029746
2250.00,0.029860
2248.00,0.030595
2246.00,0.030904
2244.00,0.029809
2242.00,0.030320
2240.00,0.030863
2238.00,0.030562
2236.00,0.028846
2234.00,0.031457
2232.00,0.030436
2230.00,0.031565
2228.00,0.031019
2226.00,0.031140
2224.00,0.031023
2222.00,0.029972
2220.00,0.030920
2218.00,0.030792
2216.00,0.028760
2214.00,0.029941
2212.00,0.030478
2210.00,0.029317
2208.00,0.031062
2206.00,0.028262
2204.00,0.029850
2202.00,0.029332
2200.00,0.028973
2198.00,0.030159
2196.00,0.028508
2194.00,0.030663
2192.00,0.030489
2190.00,0.029608
2188.00,0.028549
2186.00,0.029153
2184.00,0.028980
2182.00,0.028380
2180.00,0.028918
2178.00,0.027978
2176.00,0.028181
2174.00,0.027571
2172.00,0.029066
2170.00,0.027571
2168.00,0.029893
2166.00,0.028159
2164.00,0.028626
2162.00,0.027909
2160.00,0.028377
2158.00,0.028837
2156.00,0.029640
2154.00,0.028825
2152.00,0.029603
2150.00,0.028926
2148.00,0.028136
2146.00,0.029182
2144.00,0.027434
2142.00,0.029231
2140.00,0.027270
2138.00,0.029039
2136.00,0.028806
2134.00,0.028980
2132.00,0.028129
2130.00,0.027059
2128.00,0.029168
2126.00,0.028862
2124.00,0.028049
2122.00,0.028427
2120.00,0.026637
2118.00,0.027474
2116.00,0.028963
2114.00,0.029007
2112.00,0.028075
2110.00,0.026616
2108.00,0.026572
2106.00,0.029236
2104.00,0.027637
2102.00,0.028108
2100.00,0.028844
2098.00,0.027510
2096.00,0.027623
2094.00,0.026812
2092.00,0.028703
2090.00,0.026071
2088.00,0.027711
2086.00,0.026386
2084.00,0.027472
2082.00,0.028641
2080.00,0.028662
2078.00,0.026951
2076.00,0.028729
2074.00,0.026157
2072.00,0.026266
2070.00,0.027754
2068.00,0.027326
2066.00,0.028188
2064.00,0.026964
2062.00,0.027931
2060.00,0.027530
2058.00,0.026871
2056.00,0.027531
2054.00,0.027288
2052.00,0.027001
2050.00,0.027056
2048.00,0.026472
2046.00,0.026618
2044.00,0.026617
2042.00,0.027991
2040.00,0.027706
2038.00,0.026301
2036.00,0.026334
2034.00,0.027277
2032.00,0.026954
2030.00,0.028295
2028.00,0.027115
2026.00,0.026518
2024.00,0.026087
2022.00,0.027291
2020.00,0.026626
2018.00,0.025917
2016.00,0.026030
2014.00,0.025892
2012.00,0.027399
2010.00,0.025505
2008.00,0.027009
2006.00,0.027770
2004.00,0.027004
2002.00,0.026658
2000.00,0.025665
1998.00,0.027541
1996.00,0.026449
1994.00,0.026510
1992.00,0.027467
1990.00,0.025604
1988.00,0.025629
1986.00,0.026039
1984.00,0.027949
1982.00,0.027147
1980.00,0.027065
1978.00,0.026760
1976.00,0.027839
1974.00,0.026240
1972.00,0.028004
1970.00,0.027877
1968.00,0.027102
1966.00,0.026508
1964.00,0.027071
1962.00,0.025777
1960.00,0.026736
1958.00,0.028246
1956.00,0.026684
1954.00,0.028682
1952.00,0.026765
1950.00,0.026819
1948.00,0.027689
1946.00,0.028771
1944.00,0.028941
1942.00,0.027656
1940.00,0.027582
1938.00,0.026745
1936.00,0.028037
1934.00,0.028297
1932.00,0.027205
1930.00,0.026950
1928.00,0.027102
1926.00,0.026516
1924.00,0.027924
1922.00,0.026490
1920.00,0.028709
1918.00,0.027784
1916.00,0.027901
1914.00,0.029097
1912.00,0.028208
1910.00,0.029446
1908.00,0.027225
1906.00,0.028530
1904.00,0.026917
1902.00,0.029276
1900.00,0.029818
1898.00,0.027447
1896.00,0.028408
1894.00,0.028569
1892.00,0.029536
1890.00,0.028024
1888.00,0.028558
1886.00,0.027247
1884.00,0.028170
1882.00,0.029069
1880.00,0.028948
1878.00,0.028220
1876.00,0.028817
1874.00,0.028037
1872.00,0.030470
1870.00,0.027670
1868.00,0.028493
1866.00,0.028149
1864.00,0.030691
1862.00,0.028780
1860.00,0.028129
1858.00,0.029054
1856.00,0.029166
1854.00,0.029300
1852.00,0.028435
1850.00,0.030293
1848.00,0.028418
1846.00,0.028515
1844.00,0.028627
1842.00,0.028923
1840.00,0.030492
1838.00,0.031336
1836.00,0.030037
1834.00,0.030738
1832.00,0.029921
1830.00,0.031350
1828.00,0.030832
1826.00,0.031059
1824.00,0.031965
1822.00,0.031576
1820.00,0.029561
1818.00,0.030658
1816.00,0.030105
1814.00,0.031989
1812.00,0.030728
1810.00,0.030665
1808.00,0.030431
1806.00,0.030279
1804.00,0.030488
1802.00,0.030520
1800.00,0.030288
1798.00,0.032479
1796.00,0.030232
1794.00,0.032401
1792.00,0.030829
1790.00,0.031662
1788.00,0.031114
1786.00,0.030826
1784.00,0.031383
1782.00,0.033132
1780.00,0.031157
1778.00,0.033339
1776.00,0.032466
1774.00,0.032915
1772.00,0.032271
1770.00,0.033002
1768.00,0.032324
1766.00,0.033854
1764.00,0.034430
1762.00,0.035959
1760.00,0.035325
1758.00,0.035531
1756.00,0.036449
1754.00,0.037205
1752.00,0.037840
1750.00,0.039196
1748.00,0.041947
1746.00,0.043593
1744.00,0.045037
1742.00,0.047335
1740.00,0.048192
1738.00,0.051907
1736.00,0.055393
1734.00,0.059728
1732.00,0.063316
1730.00,0.070370
1728.00,0.073544
1726.00,0.081808
1724.00,0.088487
1722.00,0.096490
1720.00,0.105994
1718.00,0.113483
1716.00,0.125159
1714.00,0.136917
1712.00,0.150024
1710.00,0.162865
1708.00,0.176993
1706.00,0.192979
1704.00,0.210256
1702.00,0.228511
1700.00,0.248260
1698.00,0.267942
1696.00,0.287859
1694.00,0.308450
1692.00,0.330208
1690.00,0.352492
1688.00,0.375866
1686.00,0.398664
1684.00,0.420411
1682.00,0.444838
1680.00,0.466690
1678.00,0.488341
1676.00,0.507066
1674.00,0.526760
1672.00,0.545505
1670.00,0.564685
1668.00,0.579829
1666.00,0.594885
1664.00,0.606714
1662.00,0.617003
1660.00,0.625691
1658.00,0.630528
1656.00,0.632750
1654.00,0.636278
1652.00,0.633034
1650.00,0.630804
1648.00,0.623874
1646.00,0.616142
1644.00,0.607337
1642.00,0.595536
1640.00,0.579961
1638.00,0.566907
1636.00,0.547344
1634.00,0.530354
1632.00,0.512716
1630.00,0.490220
1628.00,0.470799
1626.00,0.449318
1624.00,0.427348
1622.00,0.405167
1620.00,0.384136
1618.00,0.365288
1616.00,0.343543
1614.00,0.326768
1612.00,0.306643
1610.00,0.290826
1608.00,0.276207
1606.00,0.260594
1604.00,0.247497
1602.00,0.238837
1600.00,0.229580
1598.00,0.221649
1596.00,0.215825
1594.00,0.213563
1592.00,0.211846
1590.00,0.213876
1588.00,0.214715
1586.00,0.220003
1584.00,0.226499
1582.00,0.233478
1580.00,0.242763
1578.00,0.254424
1576.00,0.266688
1574.00,0.279263
1572.00,0.293530
1570.00,0.307997
1568.00,0.325423
1566.00,0.341027
1564.00,0.355267
1562.00,0.371440
1560.00,0.383792
1558.00,0.398873
1556.00,0.411384
1554.00,0.424029
1552.00,0.431379
1550.00,0.440183
1548.00,0.446861
1546.00,0.452304
1544.00,0.455917
1542.00,0.456911
1540.00,0.454439
1538.00,0.451092
1536.00,0.445754
1534.00,0.437261
1532.00,0.430435
1530.00,0.418636
1528.00,0.406994
1526.00,0.391622
1524.00,0.375405
1522.00,0.360345
1520.00,0.344465
1518.00,0.327206
1516.00,0.309371
1514.00,0.289258
1512.00,0.272534
1510.00,0.254436
1508.00,0.237651
1506.00,0.221020
1504.00,0.205399
1502.00,0.190483
1500.00,0.177144
1498.00,0.167595
1496.00,0.156709
1494.00,0.145475
1492.00,0.139355
1490.00,0.131542
1488.00,0.127431
1486.00,0.122582
1484.00,0.120866
1482.00,0.121017
1480.00,0.123534
1478.00,0.124285
1476.00,0.128470
1474.00,0.133515
1472.00,0.136555
1470.00,0.143359
1468.00,0.147132
1466.00,0.152589
1464.00,0.160410
1462.00,0.163259
1460.00,0.167638
1458.00,0.173398
1456.00,0.175923
1454.00,0.177022
1452.00,0.175836
1450.00,0.173872
1448.00,0.172292
1446.00,0.168484
1444.00,0.162581
1442.00,0.156403
1440.00,0.150641
1438.00,0.143954
1436.00,0.134430
1434.00,0.127089
1432.00,0.117041
1430.00,0.108664
1428.00,0.100150
1426.00,0.093085
1424.00,0.085066
1422.00,0.078150
1420.00,0.073058
1418.00,0.066451
1416.00,0.059521
1414.00,0.054330
1412.00,0.051608
1410.00,0.046617
1408.00,0.046429
1406.00,0.041044
1404.00,0.039009
1402.00,0.039159
1400.00,0.037556
1398.00,0.035303
1396.00,0.033861
1394.00,0.033966
1392.00,0.032684
1390.00,0.033844
1388.00,0.031896
1386.00,0.033557
1384.00,0.033829
1382.00,0.031918
1380.00,0.033696
1378.00,0.032971
1376.00,0.032066
1374.00,0.033099
1372.00,0.032387
1370.00,0.031929
1368.00,0.032528
1366.00,0.032982
1364.00,0.032187
1362.00,0.031294
1360.00,0.031465
1358.00,0.031129
1356.00,0.032436
1354.00,0.032150
1352.00,0.032960
1350.00,0.031351
1348.00,0.030598
1346.00,0.033011
1344.00,0.032250
1342.00,0.032432
1340.00,0.031842
1338.00,0.030195
1336.00,0.031225
1334.00,0.032163
1332.00,0.032316
1330.00,0.030698
1328.00,0.031221
1326.00,0.032979
1324.00,0.033614
1322.00,0.032770
1320.00,0.033051
1318.00,0.034205
1316.00,0.034440
1314.00,0.033673
1312.00,0.034401
1310.00,0.036096
1308.00,0.036383
1306.00,0.038626
1304.00,0.039264
1302.00,0.042595
1300.00,0.044757
1298.00,0.048376
1296.00,0.049330
1294.00,0.053967
1292.00,0.058938
1290.00,0.063410
1288.00,0.068389
1286.00,0.076030
1284.00,0.081547
1282.00,0.088932
1280.00,0.096701
1278.00,0.106238
1276.00,0.113400
1274.00,0.123127
1272.00,0.133853
1270.00,0.143676
1268.00,0.154344
1266.00,0.165458
1264.00,0.174115
1262.00,0.185215
1260.00,0.195817
1258.00,0.205459
1256.00,0.213962
1254.00,0.224695
1252.00,0.232157
1250.00,0.236292
1248.00,0.242875
1246.00,0.247956
1244.00,0.249042
1242.00,0.250319
1240.00,0.251044
1238.00,0.248641
1236.00,0.246314
1234.00,0.244300
1232.00,0.238241
1230.00,0.231274
1228.00,0.224819
1226.00,0.214942
1224.00,0.207827
1222.00,0.196791
1220.00,0.187120
1218.00,0.175217
1216.00,0.166811
