x_nm,y_nm,height_nm
176.0000,4.0000,1.983402
180.0000,4.0000,4.938666
184.0000,4.0000,1.813182
188.0000,4.0000,2.689802
192.0000,4.0000,2.559058
196.0000,4.0000,3.550995
200.0000,4.0000,1.757652
204.0000,4.0000,0.989443
208.0000,4.0000,0.100788
212.0000,4.0000,0.131437
216.0000,4.0000,-1.247627
220.0000,4.0000,-0.833445
224.0000,4.0000,1.036739
228.0000,4.0000,0.866866
232.0000,4.0000,-1.270090
236.0000,4.0000,-1.199403
240.0000,4.0000,-1.289763
244.0000,4.0000,-0.683081
248.0000,4.0000,0.222258
252.0000,4.0000,0.806996
256.0000,4.0000,-0.652343
260.0000,4.0000,38.581166
264.0000,4.0000,38.487079
268.0000,4.0000,39.936419
272.0000,4.0000,40.474536
276.0000,4.0000,39.373275
280.0000,4.0000,38.512472
284.0000,4.0000,39.809638
288.0000,4.0000,36.705406
292.0000,4.0000,40.731553
296.0000,4.0000,36.645437
300.0000,4.0000,37.882478
304.0000,4.0000,39.902300
308.0000,4.0000,38.559562
312.0000,4.0000,40.101595
316.0000,4.0000,36.485314
320.0000,4.0000,38.846918
324.0000,4.0000,38.210480
328.0000,4.0000,37.667299
332.0000,4.0000,37.528486
336.0000,4.0000,38.836953
340.0000,4.0000,38.223498
344.0000,4.0000,37.422290
348.0000,4.0000,38.686948
352.0000,4.0000,35.931332
356.0000,4.0000,37.389690
360.0000,4.0000,38.878747
364.0000,4.0000,37.749628
368.0000,4.0000,38.339399
372.0000,4.0000,37.732293
376.0000,4.0000,40.316210
380.0000,4.0000,38.197954
384.0000,4.0000,37.775559
388.0000,4.0000,36.982261
392.0000,4.0000,38.852439
396.0000,4.0000,37.453132
400.0000,4.0000,38.172700
404.0000,4.0000,40.737839
408.0000,4.0000,40.381932
412.0000,4.0000,40.397683
416.0000,4.0000,39.752738
420.0000,4.0000,40.637057
424.0000,4.0000,41.601331
428.0000,4.0000,40.535045
432.0000,4.0000,41.086218
436.0000,4.0000,40.844322
440.0000,4.0000,39.379621
444.0000,4.0000,41.768624
448.0000,4.0000,40.313890
452.0000,4.0000,40.497043
456.0000,4.0000,40.652183
460.0000,4.0000,42.080435
464.0000,4.0000,40.201045
468.0000,4.0000,41.851210
472.0000,4.0000,46.934448
476.0000,4.0000,40.481656
480.0000,4.0000,43.303000
484.0000,4.0000,42.433319
488.0000,4.0000,43.124673
492.0000,4.0000,44.765292
496.0000,4.0000,46.407601
500.0000,4.0000,42.839391
504.0000,4.0000,45.324541
508.0000,4.0000,42.299419
0.0000,8.0000,-0.843655
4.0000,8.0000,0.572940
8.0000,8.0000,-0.160739
12.0000,8.0000,1.832865
16.0000,8.0000,0.058154
20.0000,8.0000,0.255574
24.0000,8.0000,2.797865
28.0000,8.0000,0.751261
32.0000,8.0000,2.400882
36.0000,8.0000,3.988442
40.0000,8.0000,2.758264
44.0000,8.0000,1.995687
48.0000,8.0000,3.468870
52.0000,8.0000,3.071977
56.0000,8.0000,1.898069
60.0000,8.0000,2.564628
64.0000,8.0000,2.598888
68.0000,8.0000,3.757850
72.0000,8.0000,2.902275
76.0000,8.0000,2.651906
80.0000,8.0000,-0.853031
84.0000,8.0000,3.156419
88.0000,8.0000,1.882871
92.0000,8.0000,3.434477
96.0000,8.0000,4.366671
100.0000,8.0000,2.827686
104.0000,8.0000,2.567748
108.0000,8.0000,4.237131
112.0000,8.0000,4.447357
116.0000,8.0000,3.046173
120.0000,8.0000,0.513747
124.0000,8.0000,5.136278
128.0000,8.0000,3.057621
132.0000,8.0000,4.596614
136.0000,8.0000,2.901784
140.0000,8.0000,3.188337
144.0000,8.0000,3.157398
148.0000,8.0000,3.920302
152.0000,8.0000,5.444067
156.0000,8.0000,4.168474
160.0000,8.0000,2.250090
164.0000,8.0000,2.321645
168.0000,8.0000,4.575103
172.0000,8.0000,1.840598
176.0000,8.0000,3.490538
180.0000,8.0000,1.026622
184.0000,8.0000,1.793992
188.0000,8.0000,1.967990
192.0000,8.0000,-0.289390
196.0000,8.0000,2.256700
200.0000,8.0000,1.782761
204.0000,8.0000,1.672718
208.0000,8.0000,0.957636
212.0000,8.0000,0.900387
216.0000,8.0000,1.592705
220.0000,8.0000,0.361163
224.0000,8.0000,-1.794964
228.0000,8.0000,-0.808581
232.0000,8.0000,-0.976330
236.0000,8.0000,-2.397510
240.0000,8.0000,0.461841
244.0000,8.0000,1.504641
248.0000,8.0000,-1.288871
252.0000,8.0000,0.812471
256.0000,8.0000,-1.666626
260.0000,8.0000,38.005365
264.0000,8.0000,37.757934
268.0000,8.0000,40.038126
272.0000,8.0000,35.871405
276.0000,8.0000,38.586855
280.0000,8.0000,38.215569
284.0000,8.0000,38.241895
288.0000,8.0000,38.780704
292.0000,8.0000,39.936883
296.0000,8.0000,37.506941
300.0000,8.0000,37.988133
304.0000,8.0000,37.852733
308.0000,8.0000,38.080683
312.0000,8.0000,38.233505
316.0000,8.0000,38.564127
320.0000,8.0000,36.331232
324.0000,8.0000,37.192120
328.0000,8.0000,37.104890
332.0000,8.0000,37.450476
336.0000,8.0000,38.304518
340.0000,8.0000,35.730048
344.0000,8.0000,37.328634
348.0000,8.0000,37.666397
352.0000,8.0000,39.391902
356.0000,8.0000,40.203371
360.0000,8.0000,39.754715
364.0000,8.0000,40.418326
368.0000,8.0000,39.873966
372.0000,8.0000,38.812243
376.0000,8.0000,36.771665
380.0000,8.0000,39.436939
384.0000,8.0000,38.309132
388.0000,8.0000,38.112518
392.0000,8.0000,38.269096
396.0000,8.0000,39.702023
400.0000,8.0000,40.871337
404.0000,8.0000,40.652491
408.0000,8.0000,40.312610
412.0000,8.0000,40.668629
416.0000,8.0000,38.663541
420.0000,8.0000,40.644916
424.0000,8.0000,42.015100
428.0000,8.0000,39.324841
432.0000,8.0000,39.958745
436.0000,8.0000,41.880974
440.0000,8.0000,39.221317
444.0000,8.0000,40.966616
448.0000,8.0000,42.524282
452.0000,8.0000,42.069959
456.0000,8.0000,41.911524
460.0000,8.0000,43.311068
464.0000,8.0000,41.968506
468.0000,8.0000,41.759894
472.0000,8.0000,43.464011
476.0000,8.0000,43.756617
480.0000,8.0000,45.116169
484.0000,8.0000,43.126767
488.0000,8.0000,44.531864
492.0000,8.0000,42.382809
496.0000,8.0000,43.799444
500.0000,8.0000,42.997578
504.0000,8.0000,46.786272
508.0000,8.0000,45.250834
0.0000,12.0000,0.382231
4.0000,12.0000,-1.322800
8.0000,12.0000,0.606404
12.0000,12.0000,0.409081
16.0000,12.0000,-0.348245
20.0000,12.0000,2.196987
24.0000,12.0000,1.514839
28.0000,12.0000,2.023599
32.0000,12.0000,0.453176
36.0000,12.0000,-0.911357
40.0000,12.0000,2.989335
44.0000,12.0000,2.801233
48.0000,12.0000,3.954309
52.0000,12.0000,-0.304485
56.0000,12.0000,2.062587
60.0000,12.0000,2.773474
64.0000,12.0000,0.953833
68.0000,12.0000,1.701038
72.0000,12.0000,4.917758
76.0000,12.0000,2.505052
80.0000,12.0000,5.740335
84.0000,12.0000,2.464151
88.0000,12.0000,2.297419
92.0000,12.0000,3.415148
96.0000,12.0000,3.911780
100.0000,12.0000,5.531686
104.0000,12.0000,4.200568
108.0000,12.0000,5.078959
112.0000,12.0000,3.128267
116.0000,12.0000,3.411146
120.0000,12.0000,2.668171
124.0000,12.0000,2.886566
128.0000,12.0000,6.261358
132.0000,12.0000,2.248350
136.0000,12.0000,2.236744
140.0000,12.0000,4.948048
144.0000,12.0000,5.577575
148.0000,12.0000,2.985765
152.0000,12.0000,3.074517
156.0000,12.0000,3.122076
160.0000,12.0000,3.998060
164.0000,12.0000,4.305928
168.0000,12.0000,1.463761
172.0000,12.0000,2.881557
176.0000,12.0000,2.024146
180.0000,12.0000,3.508272
184.0000,12.0000,0.991924
188.0000,12.0000,4.791329
192.0000,12.0000,3.374383
196.0000,12.0000,0.713674
200.0000,12.0000,-0.164052
204.0000,12.0000,-2.547352
208.0000,12.0000,0.515668
212.0000,12.0000,1.108333
216.0000,12.0000,-0.267247
220.0000,12.0000,0.286955
224.0000,12.0000,-0.050588
228.0000,12.0000,0.602665
232.0000,12.0000,1.022836
236.0000,12.0000,1.236653
240.0000,12.0000,-1.285234
244.0000,12.0000,-2.243668
248.0000,12.0000,0.407955
252.0000,12.0000,-2.794172
256.0000,12.0000,-3.914621
260.0000,12.0000,39.330957
264.0000,12.0000,39.333114
268.0000,12.0000,40.705773
272.0000,12.0000,39.428387
276.0000,12.0000,39.356735
280.0000,12.0000,38.272953
284.0000,12.0000,38.323434
288.0000,12.0000,37.958459
292.0000,12.0000,36.724895
296.0000,12.0000,37.711529
300.0000,12.0000,37.784873
304.0000,12.0000,40.755945
308.0000,12.0000,38.789766
312.0000,12.0000,37.464439
316.0000,12.0000,39.146782
320.0000,12.0000,39.591181
324.0000,12.0000,38.680703
328.0000,12.0000,37.493196
332.0000,12.0000,36.775884
336.0000,12.0000,35.777055
340.0000,12.0000,36.394694
344.0000,12.0000,40.017009
348.0000,12.0000,36.758278
352.0000,12.0000,38.309442
356.0000,12.0000,38.932812
360.0000,12.0000,37.004732
364.0000,12.0000,37.307701
368.0000,12.0000,38.538690
372.0000,12.0000,37.416426
376.0000,12.0000,38.344951
380.0000,12.0000,38.765264
384.0000,12.0000,36.513446
388.0000,12.0000,39.287115
392.0000,12.0000,39.525187
396.0000,12.0000,39.068845
400.0000,12.0000,37.209302
404.0000,12.0000,40.026832
408.0000,12.0000,37.635495
412.0000,12.0000,41.032377
416.0000,12.0000,39.347888
420.0000,12.0000,39.916615
424.0000,12.0000,39.848151
428.0000,12.0000,41.338507
432.0000,12.0000,40.215770
436.0000,12.0000,39.470263
440.0000,12.0000,42.716534
444.0000,12.0000,42.482102
448.0000,12.0000,42.336141
452.0000,12.0000,40.883145
456.0000,12.0000,42.383476
460.0000,12.0000,42.684927
464.0000,12.0000,41.686494
468.0000,12.0000,42.709890
472.0000,12.0000,41.567365
476.0000,12.0000,43.179499
480.0000,12.0000,43.986365
484.0000,12.0000,43.553582
488.0000,12.0000,42.908307
492.0000,12.0000,42.296656
496.0000,12.0000,44.198768
500.0000,12.0000,43.926819
504.0000,12.0000,46.630276
508.0000,12.0000,46.532696
0.0000,16.0000,2.220193
4.0000,16.0000,2.236123
8.0000,16.0000,-1.433251
12.0000,16.0000,1.935054
16.0000,16.0000,4.046475
20.0000,16.0000,0.901228
24.0000,16.0000,1.167213
28.0000,16.0000,1.564296
32.0000,16.0000,0.165428
36.0000,16.0000,3.111421
40.0000,16.0000,2.719867
44.0000,16.0000,2.621702
48.0000,16.0000,3.054977
52.0000,16.0000,-0.172211
56.0000,16.0000,2.480403
60.0000,16.0000,2.119882
64.0000,16.0000,3.291947
68.0000,16.0000,3.357780
72.0000,16.0000,5.451795
76.0000,16.0000,4.304714
80.0000,16.0000,6.038130
84.0000,16.0000,3.380116
88.0000,16.0000,4.851654
92.0000,16.0000,1.213909
96.0000,16.0000,4.680938
100.0000,16.0000,3.241376
104.0000,16.0000,5.036063
108.0000,16.0000,1.708643
112.0000,16.0000,5.171588
116.0000,16.0000,3.362578
120.0000,16.0000,5.329490
124.0000,16.0000,2.977539
128.0000,16.0000,4.151183
132.0000,16.0000,4.025509
136.0000,16.0000,3.960644
140.0000,16.0000,5.583034
144.0000,16.0000,3.597509
148.0000,16.0000,4.567386
152.0000,16.0000,4.349000
156.0000,16.0000,2.358725
160.0000,16.0000,4.311672
164.0000,16.0000,3.236816
168.0000,16.0000,4.940800
172.0000,16.0000,2.906513
176.0000,16.0000,2.797189
180.0000,16.0000,3.265806
184.0000,16.0000,2.977723
188.0000,16.0000,3.682703
192.0000,16.0000,3.540725
196.0000,16.0000,0.546546
200.0000,16.0000,0.689903
204.0000,16.0000,0.946306
208.0000,16.0000,2.219563
212.0000,16.0000,-0.274198
216.0000,16.0000,-0.160500
220.0000,16.0000,0.764892
224.0000,16.0000,-0.007108
228.0000,16.0000,0.888838
232.0000,16.0000,0.426856
236.0000,16.0000,0.436569
240.0000,16.0000,-0.321149
244.0000,16.0000,0.667795
248.0000,16.0000,-2.081032
252.0000,16.0000,0.255134
256.0000,16.0000,-2.014331
260.0000,16.0000,40.133663
264.0000,16.0000,38.484267
268.0000,16.0000,40.429144
272.0000,16.0000,37.838734
276.0000,16.0000,38.963118
280.0000,16.0000,40.775709
284.0000,16.0000,40.627395
288.0000,16.0000,40.261400
292.0000,16.0000,39.158592
296.0000,16.0000,41.022690
300.0000,16.0000,37.864192
304.0000,16.0000,37.475832
308.0000,16.0000,39.188449
312.0000,16.0000,37.778782
316.0000,16.0000,38.780340
320.0000,16.0000,38.454018
324.0000,16.0000,38.609481
328.0000,16.0000,38.641014
332.0000,16.0000,37.040899
336.0000,16.0000,37.986543
340.0000,16.0000,37.671455
344.0000,16.0000,38.344143
348.0000,16.0000,37.627505
352.0000,16.0000,37.879863
356.0000,16.0000,36.178921
360.0000,16.0000,36.791654
364.0000,16.0000,38.886081
368.0000,16.0000,39.188853
372.0000,16.0000,38.357328
376.0000,16.0000,39.082380
380.0000,16.0000,39.710762
384.0000,16.0000,38.589785
388.0000,16.0000,37.313226
392.0000,16.0000,37.832001
396.0000,16.0000,40.131970
400.0000,16.0000,38.272400
404.0000,16.0000,38.639719
408.0000,16.0000,39.231643
412.0000,16.0000,40.800215
416.0000,16.0000,38.711205
420.0000,16.0000,40.215525
424.0000,16.0000,43.242508
428.0000,16.0000,41.574147
432.0000,16.0000,41.529324
436.0000,16.0000,40.996712
440.0000,16.0000,42.794648
444.0000,16.0000,42.045897
448.0000,16.0000,41.961489
452.0000,16.0000,42.265231
456.0000,16.0000,41.316673
460.0000,16.0000,43.480400
464.0000,16.0000,41.897800
468.0000,16.0000,43.787023
472.0000,16.0000,43.320633
476.0000,16.0000,42.243988
480.0000,16.0000,45.381649
484.0000,16.0000,43.945929
488.0000,16.0000,44.599023
492.0000,16.0000,44.889266
496.0000,16.0000,42.203738
500.0000,16.0000,47.552965
504.0000,16.0000,43.902812
508.0000,16.0000,45.195901
0.0000,20.0000,0.760003
4.0000,20.0000,-1.052884
8.0000,20.0000,3.291818
12.0000,20.0000,0.056948
16.0000,20.0000,0.796431
20.0000,20.0000,1.815639
24.0000,20.0000,-0.142222
28.0000,20.0000,0.249842
32.0000,20.0000,3.246657
36.0000,20.0000,1.608957
40.0000,20.0000,0.217619
44.0000,20.0000,2.021207
48.0000,20.0000,2.960481
52.0000,20.0000,4.530889
56.0000,20.0000,1.787380
60.0000,20.0000,3.052307
64.0000,20.0000,3.694948
68.0000,20.0000,2.908914
72.0000,20.0000,2.540705
76.0000,20.0000,3.569154
80.0000,20.0000,3.368904
84.0000,20.0000,5.017677
88.0000,20.0000,5.276950
92.0000,20.0000,3.682930
96.0000,20.0000,3.265608
100.0000,20.0000,3.761917
104.0000,20.0000,4.728741
108.0000,20.0000,4.383550
112.0000,20.0000,6.372180
116.0000,20.0000,5.469242
120.0000,20.0000,6.787930
124.0000,20.0000,4.148892
128.0000,20.0000,5.118114
132.0000,20.0000,3.383644
136.0000,20.0000,4.798368
140.0000,20.0000,4.082191
144.0000,20.0000,3.887300
148.0000,20.0000,4.260403
152.0000,20.0000,2.664087
156.0000,20.0000,4.022806
160.0000,20.0000,5.555830
164.0000,20.0000,3.846683
168.0000,20.0000,0.953830
172.0000,20.0000,3.540096
176.0000,20.0000,2.872290
180.0000,20.0000,1.745854
184.0000,20.0000,1.918186
188.0000,20.0000,2.763072
192.0000,20.0000,1.407847
196.0000,20.0000,1.320246
200.0000,20.0000,0.145483
204.0000,20.0000,0.787529
208.0000,20.0000,2.226954
212.0000,20.0000,1.871529
216.0000,20.0000,-0.625736
220.0000,20.0000,1.472707
224.0000,20.0000,0.187867
228.0000,20.0000,0.773636
232.0000,20.0000,-0.468661
236.0000,20.0000,-0.077149
240.0000,20.0000,-0.391223
244.0000,20.0000,-0.438163
248.0000,20.0000,-0.743059
252.0000,20.0000,-2.821116
256.0000,20.0000,-1.629436
260.0000,20.0000,40.536853
264.0000,20.0000,38.649420
268.0000,20.0000,41.576948
272.0000,20.0000,39.377808
276.0000,20.0000,38.960411
280.0000,20.0000,39.210011
284.0000,20.0000,39.331191
288.0000,20.0000,38.368594
292.0000,20.0000,38.539821
296.0000,20.0000,40.302442
300.0000,20.0000,40.992542
304.0000,20.0000,36.025595
308.0000,20.0000,40.598769
312.0000,20.0000,39.553388
316.0000,20.0000,40.135392
320.0000,20.0000,38.904616
324.0000,20.0000,39.172689
328.0000,20.0000,38.559743
332.0000,20.0000,36.123606
336.0000,20.0000,39.425204
340.0000,20.0000,39.622784
344.0000,20.0000,38.189241
348.0000,20.0000,37.178483
352.0000,20.0000,38.195570
356.0000,20.0000,37.438487
360.0000,20.0000,38.906338
364.0000,20.0000,35.590805
368.0000,20.0000,38.384747
372.0000,20.0000,38.431574
376.0000,20.0000,39.299594
380.0000,20.0000,39.712800
384.0000,20.0000,37.969781
388.0000,20.0000,39.091671
392.0000,20.0000,38.541581
396.0000,20.0000,38.691695
400.0000,20.0000,38.423604
404.0000,20.0000,39.535115
408.0000,20.0000,40.487679
412.0000,20.0000,39.944002
416.0000,20.0000,40.060134
420.0000,20.0000,39.754904
424.0000,20.0000,40.962833
428.0000,20.0000,39.820072
432.0000,20.0000,43.044425
436.0000,20.0000,40.419900
440.0000,20.0000,40.880297
444.0000,20.0000,42.076600
448.0000,20.0000,41.469826
452.0000,20.0000,41.551422
456.0000,20.0000,43.184275
460.0000,20.0000,41.939555
464.0000,20.0000,43.267849
468.0000,20.0000,44.060342
472.0000,20.0000,43.498331
476.0000,20.0000,43.895349
480.0000,20.0000,43.206359
484.0000,20.0000,43.081391
488.0000,20.0000,43.778592
492.0000,20.0000,42.379589
496.0000,20.0000,46.325667
500.0000,20.0000,46.120869
504.0000,20.0000,43.194228
508.0000,20.0000,43.360919
0.0000,24.0000,0.857739
4.0000,24.0000,0.738442
8.0000,24.0000,0.168670
12.0000,24.0000,2.624801
16.0000,24.0000,2.747876
20.0000,24.0000,1.413108
24.0000,24.0000,0.570379
28.0000,24.0000,3.118196
32.0000,24.0000,2.748672
36.0000,24.0000,1.473022
40.0000,24.0000,2.338508
44.0000,24.0000,2.650328
48.0000,24.0000,4.175448
52.0000,24.0000,3.379679
56.0000,24.0000,2.873011
60.0000,24.0000,3.844201
64.0000,24.0000,3.360240
68.0000,24.0000,4.441868
72.0000,24.0000,5.076713
76.0000,24.0000,3.662640
80.0000,24.0000,4.177683
84.0000,24.0000,2.031189
88.0000,24.0000,3.364218
92.0000,24.0000,4.997041
96.0000,24.0000,4.434255
100.0000,24.0000,3.499388
104.0000,24.0000,3.071547
108.0000,24.0000,4.624394
112.0000,24.0000,4.223614
116.0000,24.0000,4.677510
120.0000,24.0000,2.003688
124.0000,24.0000,4.532834
128.0000,24.0000,3.058044
132.0000,24.0000,2.862705
136.0000,24.0000,3.808853
140.0000,24.0000,4.000885
144.0000,24.0000,0.186240
148.0000,24.0000,1.093571
152.0000,24.0000,3.144738
156.0000,24.0000,3.324530
160.0000,24.0000,4.258875
164.0000,24.0000,1.021374
168.0000,24.0000,2.263376
172.0000,24.0000,5.289890
176.0000,24.0000,2.700054
180.0000,24.0000,2.445615
184.0000,24.0000,1.255634
188.0000,24.0000,3.609361
192.0000,24.0000,2.440560
196.0000,24.0000,0.411596
200.0000,24.0000,0.134078
204.0000,24.0000,1.138678
208.0000,24.0000,1.305761
212.0000,24.0000,-1.484917
216.0000,24.0000,1.248380
220.0000,24.0000,0.798999
224.0000,24.0000,-0.092913
228.0000,24.0000,0.949041
232.0000,24.0000,0.725063
236.0000,24.0000,-1.386346
240.0000,24.0000,1.408726
244.0000,24.0000,-0.918409
248.0000,24.0000,-2.637602
252.0000,24.0000,-2.838118
256.0000,24.0000,-3.980447
260.0000,24.0000,40.448699
264.0000,24.0000,37.834371
268.0000,24.0000,39.515729
272.0000,24.0000,39.290053
276.0000,24.0000,41.729799
280.0000,24.0000,40.633715
284.0000,24.0000,39.857979
288.0000,24.0000,40.753307
292.0000,24.0000,38.704610
296.0000,24.0000,38.560571
300.0000,24.0000,39.088311
304.0000,24.0000,38.980629
308.0000,24.0000,37.890719
312.0000,24.0000,38.165262
316.0000,24.0000,38.356968
320.0000,24.0000,36.963611
324.0000,24.0000,37.480548
328.0000,24.0000,38.674427
332.0000,24.0000,36.526749
336.0000,24.0000,40.478999
340.0000,24.0000,35.718614
344.0000,24.0000,37.088195
348.0000,24.0000,37.947323
352.0000,24.0000,40.942206
356.0000,24.0000,39.020114
360.0000,24.0000,37.892706
364.0000,24.0000,38.227098
368.0000,24.0000,38.041943
372.0000,24.0000,39.865949
376.0000,24.0000,37.189008
380.0000,24.0000,37.724935
384.0000,24.0000,38.742489
388.0000,24.0000,39.023610
392.0000,24.0000,39.027648
396.0000,24.0000,40.313042
400.0000,24.0000,39.582317
404.0000,24.0000,39.894620
408.0000,24.0000,39.162684
412.0000,24.0000,38.482195
416.0000,24.0000,41.449829
420.0000,24.0000,40.949444
424.0000,24.0000,39.498633
428.0000,24.0000,39.935557
432.0000,24.0000,41.683224
436.0000,24.0000,39.622067
440.0000,24.0000,40.791537
444.0000,24.0000,39.819876
448.0000,24.0000,43.425469
452.0000,24.0000,44.097916
456.0000,24.0000,42.554718
460.0000,24.0000,44.517207
464.0000,24.0000,43.308978
468.0000,24.0000,40.785851
472.0000,24.0000,43.943580
476.0000,24.0000,42.925073
480.0000,24.0000,43.512200
484.0000,24.0000,43.473256
488.0000,24.0000,42.306899
492.0000,24.0000,41.965142
496.0000,24.0000,44.336498
500.0000,24.0000,45.284580
504.0000,24.0000,44.231366
508.0000,24.0000,46.158014
0.0000,28.0000,-0.060439
4.0000,28.0000,-1.594229
8.0000,28.0000,-0.140634
12.0000,28.0000,-0.776921
16.0000,28.0000,1.234045
20.0000,28.0000,2.227980
24.0000,28.0000,2.230811
28.0000,28.0000,1.678061
32.0000,28.0000,1.199831
36.0000,28.0000,1.849279
40.0000,28.0000,-0.572135
44.0000,28.0000,3.529009
48.0000,28.0000,2.657090
52.0000,28.0000,2.089202
56.0000,28.0000,1.925652
60.0000,28.0000,2.914347
64.0000,28.0000,3.653045
68.0000,28.0000,3.416991
72.0000,28.0000,3.985622
76.0000,28.0000,5.331291
80.0000,28.0000,5.369641
84.0000,28.0000,1.674793
88.0000,28.0000,5.062388
92.0000,28.0000,1.132261
96.0000,28.0000,5.702173
100.0000,28.0000,3.419011
104.0000,28.0000,1.817527
108.0000,28.0000,2.720587
112.0000,28.0000,2.345823
116.0000,28.0000,5.903126
