x_nm,y_nm,height_nm
32.0000,8.0000,1.234370
36.0000,8.0000,0.849757
40.0000,8.0000,0.385904
44.0000,8.0000,0.419331
48.0000,8.0000,0.557722
52.0000,8.0000,-0.020228
56.0000,8.0000,-1.034418
60.0000,8.0000,0.156348
64.0000,8.0000,-0.052733
68.0000,8.0000,-0.489886
72.0000,8.0000,0.194821
76.0000,8.0000,1.134341
80.0000,8.0000,-0.051690
84.0000,8.0000,-0.029045
88.0000,8.0000,-0.024862
92.0000,8.0000,0.164862
96.0000,8.0000,-0.965545
100.0000,8.0000,-0.255260
104.0000,8.0000,0.756044
108.0000,8.0000,-0.419853
112.0000,8.0000,-1.422263
116.0000,8.0000,0.725694
120.0000,8.0000,0.244393
124.0000,8.0000,-0.103351
128.0000,8.0000,0.409090
132.0000,8.0000,0.200064
136.0000,8.0000,0.291680
140.0000,8.0000,0.326035
144.0000,8.0000,-0.424146
148.0000,8.0000,0.246042
152.0000,8.0000,-0.342567
156.0000,8.0000,0.194579
160.0000,8.0000,0.133885
164.0000,8.0000,0.704843
168.0000,8.0000,0.162252
172.0000,8.0000,1.016097
176.0000,8.0000,1.657244
180.0000,8.0000,0.673475
184.0000,8.0000,0.475332
188.0000,8.0000,0.687426
192.0000,8.0000,-0.290438
196.0000,8.0000,0.337257
200.0000,8.0000,-0.090083
204.0000,8.0000,0.869014
208.0000,8.0000,-0.660821
212.0000,8.0000,-0.083787
216.0000,8.0000,-1.182972
220.0000,8.0000,0.101534
224.0000,8.0000,0.555273
228.0000,8.0000,-0.701584
232.0000,8.0000,0.608640
236.0000,8.0000,0.202701
240.0000,8.0000,0.383809
244.0000,8.0000,-0.772272
248.0000,8.0000,1.355076
252.0000,8.0000,0.463903
256.0000,8.0000,-0.518033
260.0000,8.0000,-0.082884
264.0000,8.0000,0.628006
268.0000,8.0000,-0.279060
272.0000,8.0000,0.871704
276.0000,8.0000,0.277239
280.0000,8.0000,-0.086780
284.0000,8.0000,-0.531276
288.0000,8.0000,-0.222474
292.0000,8.0000,-0.718995
296.0000,8.0000,-1.040139
300.0000,8.0000,0.018208
304.0000,8.0000,0.580881
308.0000,8.0000,-0.775099
312.0000,8.0000,0.393215
316.0000,8.0000,0.783721
320.0000,8.0000,-0.271149
324.0000,8.0000,0.537793
328.0000,8.0000,1.012851
332.0000,8.0000,-0.355186
336.0000,8.0000,-0.297060
340.0000,8.0000,0.129592
344.0000,8.0000,0.838315
348.0000,8.0000,0.004072
352.0000,8.0000,-0.004951
356.0000,8.0000,-0.269337
360.0000,8.0000,-0.748053
364.0000,8.0000,-1.439666
368.0000,8.0000,0.427528
372.0000,8.0000,-0.720138
376.0000,8.0000,0.722029
380.0000,8.0000,0.604370
384.0000,8.0000,0.038743
388.0000,8.0000,-0.635590
392.0000,8.0000,0.094245
396.0000,8.0000,-0.391504
400.0000,8.0000,0.599870
404.0000,8.0000,0.161538
408.0000,8.0000,-0.591426
412.0000,8.0000,-0.164128
416.0000,8.0000,-0.966123
420.0000,8.0000,0.440702
424.0000,8.0000,-0.030465
428.0000,8.0000,0.572495
432.0000,8.0000,-1.364258
436.0000,8.0000,-0.517726
440.0000,8.0000,-1.171469
444.0000,8.0000,-0.114043
448.0000,8.0000,-0.429329
452.0000,8.0000,-0.097221
456.0000,8.0000,-0.088524
460.0000,8.0000,0.557723
464.0000,8.0000,-0.152027
468.0000,8.0000,-0.820881
472.0000,8.0000,-0.978848
476.0000,8.0000,0.406365
480.0000,8.0000,-0.063098
484.0000,8.0000,0.090169
488.0000,8.0000,1.075620
492.0000,8.0000,0.565927
496.0000,8.0000,-1.144605
500.0000,8.0000,0.720414
504.0000,8.0000,-0.095339
508.0000,8.0000,-0.188547
0.0000,12.0000,0.719250
4.0000,12.0000,-0.584794
8.0000,12.0000,-0.371748
12.0000,12.0000,0.217983
16.0000,12.0000,-0.485804
20.0000,12.0000,-1.357994
24.0000,12.0000,0.611881
28.0000,12.0000,0.726031
32.0000,12.0000,0.260399
36.0000,12.0000,-1.017146
40.0000,12.0000,-0.995248
44.0000,12.0000,0.673169
48.0000,12.0000,-0.819812
52.0000,12.0000,-0.250866
56.0000,12.0000,-0.364652
60.0000,12.0000,0.687655
64.0000,12.0000,-0.767414
68.0000,12.0000,0.179334
72.0000,12.0000,0.372647
76.0000,12.0000,-0.038634
80.0000,12.0000,-0.042618
84.0000,12.0000,0.751143
88.0000,12.0000,-0.241352
92.0000,12.0000,0.346900
96.0000,12.0000,0.527227
100.0000,12.0000,-0.235120
104.0000,12.0000,-0.765303
108.0000,12.0000,-0.119339
112.0000,12.0000,-0.301686
116.0000,12.0000,0.217903
120.0000,12.0000,-0.671526
124.0000,12.0000,-1.212426
128.0000,12.0000,-0.688544
132.0000,12.0000,-0.437962
136.0000,12.0000,0.373202
140.0000,12.0000,-0.527874
144.0000,12.0000,0.818305
148.0000,12.0000,1.035961
152.0000,12.0000,-0.745506
156.0000,12.0000,-0.034716
160.0000,12.0000,-0.126704
164.0000,12.0000,0.368243
168.0000,12.0000,-0.623137
172.0000,12.0000,-0.674134
176.0000,12.0000,-0.309861
180.0000,12.0000,-0.555945
184.0000,12.0000,-0.285486
188.0000,12.0000,0.148105
192.0000,12.0000,-0.646737
196.0000,12.0000,0.440285
200.0000,12.0000,-0.181626
204.0000,12.0000,0.156782
208.0000,12.0000,-0.277468
212.0000,12.0000,-0.456004
216.0000,12.0000,-0.652224
220.0000,12.0000,-0.242665
224.0000,12.0000,-0.282037
228.0000,12.0000,0.288644
232.0000,12.0000,-0.239344
236.0000,12.0000,-0.665914
240.0000,12.0000,0.634821
244.0000,12.0000,-1.161382
248.0000,12.0000,-0.192900
252.0000,12.0000,-0.463533
256.0000,12.0000,0.484860
260.0000,12.0000,-0.981450
264.0000,12.0000,0.559737
268.0000,12.0000,-0.770954
272.0000,12.0000,-0.418794
276.0000,12.0000,-1.793479
280.0000,12.0000,0.797677
284.0000,12.0000,0.712641
288.0000,12.0000,0.067460
292.0000,12.0000,0.551282
296.0000,12.0000,-0.005150
300.0000,12.0000,-0.414949
304.0000,12.0000,0.264758
308.0000,12.0000,-0.545543
312.0000,12.0000,-0.302941
316.0000,12.0000,-0.579174
320.0000,12.0000,-0.059681
324.0000,12.0000,0.427320
328.0000,12.0000,0.263335
332.0000,12.0000,-0.410752
336.0000,12.0000,0.175149
340.0000,12.0000,1.594496
344.0000,12.0000,0.297090
348.0000,12.0000,0.502016
352.0000,12.0000,-0.365474
356.0000,12.0000,0.121143
360.0000,12.0000,0.390097
364.0000,12.0000,-2.417157
368.0000,12.0000,0.594880
372.0000,12.0000,-0.680960
376.0000,12.0000,-0.642013
380.0000,12.0000,0.336404
384.0000,12.0000,1.943907
388.0000,12.0000,0.217286
392.0000,12.0000,0.547444
396.0000,12.0000,0.168462
400.0000,12.0000,-0.155731
404.0000,12.0000,-0.279205
408.0000,12.0000,0.464598
412.0000,12.0000,-0.798775
416.0000,12.0000,-0.536678
420.0000,12.0000,0.790962
424.0000,12.0000,-0.279264
428.0000,12.0000,-0.398571
432.0000,12.0000,0.945590
436.0000,12.0000,-0.093815
440.0000,12.0000,-0.360291
444.0000,12.0000,0.530669
448.0000,12.0000,0.370530
452.0000,12.0000,0.216914
456.0000,12.0000,0.418497
460.0000,12.0000,-0.779659
464.0000,12.0000,0.723494
468.0000,12.0000,1.454806
472.0000,12.0000,-0.007545
476.0000,12.0000,0.204548
480.0000,12.0000,-0.262889
484.0000,12.0000,-0.106501
488.0000,12.0000,-0.633457
492.0000,12.0000,1.690268
496.0000,12.0000,-0.072955
500.0000,12.0000,1.153069
504.0000,12.0000,-0.811031
508.0000,12.0000,-0.462135
0.0000,16.0000,-0.148226
4.0000,16.0000,0.311663
8.0000,16.0000,0.955016
12.0000,16.0000,0.785531
16.0000,16.0000,0.726824
20.0000,16.0000,0.896743
24.0000,16.0000,-0.467576
28.0000,16.0000,0.378792
32.0000,16.0000,-0.713233
36.0000,16.0000,0.949684
40.0000,16.0000,0.070744
44.0000,16.0000,0.762438
48.0000,16.0000,1.073521
52.0000,16.0000,-0.460269
56.0000,16.0000,-0.454524
60.0000,16.0000,-0.421700
64.0000,16.0000,-0.131573
68.0000,16.0000,0.457357
72.0000,16.0000,0.813428
76.0000,16.0000,0.293827
80.0000,16.0000,-0.791596
84.0000,16.0000,-0.618233
88.0000,16.0000,0.878061
92.0000,16.0000,-0.556620
96.0000,16.0000,-0.280886
100.0000,16.0000,-0.425312
104.0000,16.0000,1.087389
108.0000,16.0000,-0.931932
112.0000,16.0000,-0.303000
116.0000,16.0000,0.637309
120.0000,16.0000,0.175591
124.0000,16.0000,0.304982
128.0000,16.0000,0.749143
132.0000,16.0000,-1.173212
136.0000,16.0000,-0.218990
140.0000,16.0000,-0.898726
144.0000,16.0000,-0.820489
148.0000,16.0000,-0.303996
152.0000,16.0000,-0.487998
156.0000,16.0000,-0.374388
160.0000,16.0000,-0.003531
164.0000,16.0000,1.248705
168.0000,16.0000,-0.861226
172.0000,16.0000,-0.214352
176.0000,16.0000,0.205160
180.0000,16.0000,0.734705
184.0000,16.0000,0.934225
188.0000,16.0000,1.464945
192.0000,16.0000,0.611493
196.0000,16.0000,0.974416
200.0000,16.0000,0.331947
204.0000,16.0000,0.842151
208.0000,16.0000,-0.128353
212.0000,16.0000,-0.329002
216.0000,16.0000,0.927743
220.0000,16.0000,-0.272705
224.0000,16.0000,0.209999
228.0000,16.0000,1.059523
232.0000,16.0000,1.783288
236.0000,16.0000,-0.285193
240.0000,16.0000,-1.424548
244.0000,16.0000,-0.461893
248.0000,16.0000,-1.163012
252.0000,16.0000,-0.873064
256.0000,16.0000,-0.007052
260.0000,16.0000,-1.093439
264.0000,16.0000,-0.208234
268.0000,16.0000,-0.256685
272.0000,16.0000,-0.326337
276.0000,16.0000,0.263350
280.0000,16.0000,-0.250609
284.0000,16.0000,0.585817
288.0000,16.0000,0.219110
292.0000,16.0000,0.292670
296.0000,16.0000,-0.493645
300.0000,16.0000,1.552388
304.0000,16.0000,0.104718
308.0000,16.0000,-0.993368
312.0000,16.0000,1.001774
316.0000,16.0000,-0.648042
320.0000,16.0000,-0.278389
324.0000,16.0000,-1.066095
328.0000,16.0000,0.403417
332.0000,16.0000,-0.742881
336.0000,16.0000,-0.749007
340.0000,16.0000,0.395561
344.0000,16.0000,-0.125583
348.0000,16.0000,1.930979
352.0000,16.0000,1.037038
356.0000,16.0000,0.530748
360.0000,16.0000,0.988438
364.0000,16.0000,-0.815074
368.0000,16.0000,0.641949
372.0000,16.0000,-0.427230
376.0000,16.0000,-0.622062
380.0000,16.0000,1.060189
384.0000,16.0000,-0.946706
388.0000,16.0000,-0.041664
392.0000,16.0000,-0.779269
396.0000,16.0000,-0.783287
400.0000,16.0000,-0.469665
404.0000,16.0000,-0.603323
408.0000,16.0000,-0.258003
412.0000,16.0000,-2.126877
416.0000,16.0000,0.486721
420.0000,16.0000,-1.149068
424.0000,16.0000,1.279957
428.0000,16.0000,0.216682
432.0000,16.0000,-0.222431
436.0000,16.0000,1.227919
440.0000,16.0000,-0.093010
444.0000,16.0000,0.616166
448.0000,16.0000,-0.331225
452.0000,16.0000,-0.327725
456.0000,16.0000,-0.355755
460.0000,16.0000,-0.329629
464.0000,16.0000,-0.520800
468.0000,16.0000,0.804244
472.0000,16.0000,0.582054
476.0000,16.0000,0.980028
480.0000,16.0000,-0.486545
484.0000,16.0000,-0.068003
488.0000,16.0000,0.424096
492.0000,16.0000,0.070165
496.0000,16.0000,0.698627
500.0000,16.0000,-0.123381
504.0000,16.0000,0.023334
508.0000,16.0000,0.123504
0.0000,20.0000,0.124313
4.0000,20.0000,0.551894
8.0000,20.0000,-0.996639
12.0000,20.0000,-0.380436
16.0000,20.0000,-0.342147
20.0000,20.0000,0.192472
24.0000,20.0000,0.745134
28.0000,20.0000,1.223995
32.0000,20.0000,0.420156
36.0000,20.0000,-0.259272
40.0000,20.0000,0.073219
44.0000,20.0000,0.537012
48.0000,20.0000,-0.738805
52.0000,20.0000,-0.252148
56.0000,20.0000,0.580435
60.0000,20.0000,-0.220286
64.0000,20.0000,-0.315575
68.0000,20.0000,-0.133122
72.0000,20.0000,0.049695
76.0000,20.0000,-0.446345
80.0000,20.0000,0.594317
84.0000,20.0000,-0.148243
88.0000,20.0000,-1.307117
92.0000,20.0000,-0.063636
96.0000,20.0000,-0.538674
100.0000,20.0000,1.106930
104.0000,20.0000,0.554750
108.0000,20.0000,0.272540
112.0000,20.0000,-0.508389
116.0000,20.0000,0.508294
120.0000,20.0000,0.971471
124.0000,20.0000,-0.436220
128.0000,20.0000,0.608360
132.0000,20.0000,-1.256062
136.0000,20.0000,-0.238846
140.0000,20.0000,-0.197323
144.0000,20.0000,-0.835065
148.0000,20.0000,0.169231
152.0000,20.0000,0.291148
156.0000,20.0000,0.603991
160.0000,20.0000,-0.042142
164.0000,20.0000,0.606299
168.0000,20.0000,-0.685384
172.0000,20.0000,0.184606
176.0000,20.0000,-0.371420
180.0000,20.0000,0.958051
184.0000,20.0000,-0.019340
188.0000,20.0000,0.770459
192.0000,20.0000,-0.100415
196.0000,20.0000,-1.477648
200.0000,20.0000,0.919991
204.0000,20.0000,0.284600
208.0000,20.0000,-0.132057
212.0000,20.0000,-0.417785
216.0000,20.0000,0.443486
220.0000,20.0000,-0.250947
224.0000,20.0000,-0.239666
228.0000,20.0000,-0.537420
232.0000,20.0000,0.370595
236.0000,20.0000,-0.284345
240.0000,20.0000,0.462079
244.0000,20.0000,0.561025
248.0000,20.0000,-0.296244
252.0000,20.0000,0.044244
256.0000,20.0000,-0.557389
260.0000,20.0000,0.092842
264.0000,20.0000,0.118963
268.0000,20.0000,0.736245
272.0000,20.0000,-0.296581
276.0000,20.0000,0.251111
280.0000,20.0000,0.267419
284.0000,20.0000,-1.197369
288.0000,20.0000,0.114729
292.0000,20.0000,-0.891639
296.0000,20.0000,0.454914
300.0000,20.0000,0.226277
304.0000,20.0000,-0.583900
308.0000,20.0000,0.322932
312.0000,20.0000,0.412833
316.0000,20.0000,0.319636
320.0000,20.0000,-0.259019
324.0000,20.0000,-0.197783
328.0000,20.0000,-1.728487
332.0000,20.0000,-0.323041
336.0000,20.0000,0.289907
340.0000,20.0000,-1.413802
344.0000,20.0000,0.156484
348.0000,20.0000,0.937429
352.0000,20.0000,0.445077
356.0000,20.0000,-0.491259
360.0000,20.0000,-0.064549
364.0000,20.0000,-0.253266
368.0000,20.0000,-0.572120
372.0000,20.0000,-0.539147
376.0000,20.0000,0.443833
380.0000,20.0000,-0.193266
384.0000,20.0000,0.463289
388.0000,20.0000,0.197862
392.0000,20.0000,0.576820
396.0000,20.0000,0.283280
400.0000,20.0000,0.293355
404.0000,20.0000,-1.279591
408.0000,20.0000,-0.250279
412.0000,20.0000,0.816095
416.0000,20.0000,0.677620
420.0000,20.0000,0.352610
424.0000,20.0000,0.167947
428.0000,20.0000,0.457647
432.0000,20.0000,0.653862
436.0000,20.0000,-0.357119
440.0000,20.0000,-0.473911
444.0000,20.0000,-0.334992
448.0000,20.0000,1.434649
452.0000,20.0000,1.252874
456.0000,20.0000,-0.116905
460.0000,20.0000,0.494486
464.0000,20.0000,-1.135840
468.0000,20.0000,0.925753
472.0000,20.0000,0.494685
476.0000,20.0000,1.136064
480.0000,20.0000,0.644660
484.0000,20.0000,0.428383
488.0000,20.0000,-0.158437
492.0000,20.0000,-0.768145
496.0000,20.0000,0.031869
500.0000,20.0000,-0.320951
504.0000,20.0000,0.491677
508.0000,20.0000,0.313813
0.0000,24.0000,-0.603099
4.0000,24.0000,-0.173294
8.0000,24.0000,0.013816
12.0000,24.0000,0.052285
16.0000,24.0000,0.443342
20.0000,24.0000,-0.213154
24.0000,24.0000,-0.471519
28.0000,24.0000,-0.987909
32.0000,24.0000,-1.083426
36.0000,24.0000,1.369936
40.0000,24.0000,-1.235908
44.0000,24.0000,-1.418051
48.0000,24.0000,0.402207
52.0000,24.0000,0.083217
56.0000,24.0000,-0.195868
60.0000,24.0000,-0.260555
64.0000,24.0000,-0.278232
68.0000,24.0000,-1.065614
72.0000,24.0000,0.025228
76.0000,24.0000,-1.269050
80.0000,24.0000,-0.667260
84.0000,24.0000,0.814386
88.0000,24.0000,0.432482
92.0000,24.0000,0.290167
96.0000,24.0000,0.061080
100.0000,24.0000,-1.247798
104.0000,24.0000,-0.117964
108.0000,24.0000,0.476479
112.0000,24.0000,0.454363
116.0000,24.0000,-1.032638
120.0000,24.0000,-0.221618
124.0000,24.0000,-0.461054
128.0000,24.0000,-1.673418
132.0000,24.0000,0.603707
136.0000,24.0000,0.394840
140.0000,24.0000,0.051892
144.0000,24.0000,-0.496708
148.0000,24.0000,0.298771
152.0000,24.0000,0.399679
156.0000,24.0000,-0.619577
160.0000,24.0000,0.519227
164.0000,24.0000,0.947047
168.0000,24.0000,0.086862
172.0000,24.0000,-0.822260
176.0000,24.0000,-1.063349
180.0000,24.0000,-0.299218
184.0000,24.0000,-1.595924
188.0000,24.0000,1.075763
192.0000,24.0000,1.195044
196.0000,24.0000,-0.761361
200.0000,24.0000,-1.206930
204.0000,24.0000,0.997999
208.0000,24.0000,-0.638083
212.0000,24.0000,0.796824
216.0000,24.0000,-0.476036
220.0000,24.0000,0.306299
224.0000,24.0000,0.508721
228.0000,24.0000,0.006506
232.0000,24.0000,1.343086
236.0000,24.0000,-0.379289
240.0000,24.0000,0.197848
244.0000,24.0000,-0.461780
248.0000,24.0000,0.932935
252.0000,24.0000,-0.170134
256.0000,24.0000,0.499107
260.0000,24.0000,-0.667482
264.0000,24.0000,0.657783
268.0000,24.0000,0.071341
272.0000,24.0000,0.372873
276.0000,24.0000,-0.014490
280.0000,24.0000,1.286163
284.0000,24.0000,0.304526
288.0000,24.0000,-0.666213
292.0000,24.0000,-0.462136
296.0000,24.0000,-0.506503
300.0000,24.0000,-0.664548
304.0000,24.0000,0.807211
308.0000,24.0000,-0.050883
312.0000,24.0000,0.548986
316.0000,24.0000,0.534062
320.0000,24.0000,0.314755
324.0000,24.0000,-0.571776
328.0000,24.0000,1.157779
332.0000,24.0000,-0.113573
336.0000,24.0000,-0.398777
340.0000,24.0000,0.755202
344.0000,24.0000,0.164763
348.0000,24.0000,-0.509512
352.0000,24.0000,-0.034722
356.0000,24.0000,-1.180088
360.0000,24.0000,0.190795
364.0000,24.0000,-0.179392
368.0000,24.0000,-0.569729
372.0000,24.0000,-0.420734
376.0000,24.0000,0.658760
380.0000,24.0000,-0.675595
384.0000,24.0000,-0.980453
388.0000,24.0000,0.359973
392.0000,24.0000,-1.376899
396.0000,24.0000,1.657615
400.0000,24.0000,-0.033153
404.0000,24.0000,0.584256
408.0000,24.0000,0.485560
412.0000,24.0000,-0.214245
416.0000,24.0000,0.432987
420.0000,24.0000,0.305476
424.0000,24.0000,-0.625399
428.0000,24.0000,-0.203590
432.0000,24.0000,-0.114134
436.0000,24.0000,-1.204282
440.0000,24.0000,0.879401
444.0000,24.0000,0.146779
448.0000,24.0000,0.441159
452.0000,24.0000,-0.478682
456.0000,24.0000,0.422850
460.0000,24.0000,-0.379526
464.0000,24.0000,-0.052175
468.0000,24.0000,1.111087
472.0000,24.0000,0.788655
476.0000,24.0000,-0.322087
480.0000,24.0000,-0.189099
484.0000,24.0000,1.189960
488.0000,24.0000,-0.147438
492.0000,24.0000,0.426185
496.0000,24.0000,0.292225
500.0000,24.0000,-0.103070
504.0000,24.0000,0.496273
508.0000,24.0000,0.639430
0.0000,28.0000,0.669786
4.0000,28.0000,-0.571175
8.0000,28.0000,-0.016881
12.0000,28.0000,-0.694549
