x_nm,y_nm,O1s_atomic_percent
19.7500,0.0000,37.506690
20.0000,0.0000,35.104739
20.2500,0.0000,35.906802
20.5000,0.0000,38.381589
20.7500,0.0000,37.632712
21.0000,0.0000,36.723319
21.2500,0.0000,37.495279
21.5000,0.0000,36.761260
21.7500,0.0000,39.617988
22.0000,0.0000,36.977192
22.2500,0.0000,37.389146
22.5000,0.0000,36.515945
22.7500,0.0000,35.469513
23.0000,0.0000,36.271019
23.2500,0.0000,37.583869
23.5000,0.0000,36.181668
23.7500,0.0000,35.427653
0.0000,0.2500,36.874593
0.2500,0.2500,36.407522
0.5000,0.2500,38.089037
0.7500,0.2500,37.210197
1.0000,0.2500,39.021674
1.2500,0.2500,36.196686
1.5000,0.2500,35.303061
1.7500,0.2500,37.553557
2.0000,0.2500,37.283612
2.2500,0.2500,35.515530
2.5000,0.2500,38.938632
2.7500,0.2500,38.135637
3.0000,0.2500,35.032424
3.2500,0.2500,39.362494
3.5000,0.2500,36.653147
3.7500,0.2500,35.756726
4.0000,0.2500,36.542510
4.2500,0.2500,36.638163
4.5000,0.2500,36.539007
4.7500,0.2500,36.552112
5.0000,0.2500,37.273820
5.2500,0.2500,39.889832
5.5000,0.2500,35.965484
5.7500,0.2500,38.960477
6.0000,0.2500,35.979413
6.2500,0.2500,36.879361
6.5000,0.2500,39.123511
6.7500,0.2500,39.609101
7.0000,0.2500,39.732905
7.2500,0.2500,37.129347
7.5000,0.2500,35.607880
7.7500,0.2500,40.024681
8.0000,0.2500,35.559186
8.2500,0.2500,37.591568
8.5000,0.2500,36.071749
8.7500,0.2500,37.584538
9.0000,0.2500,35.421609
9.2500,0.2500,37.048349
9.5000,0.2500,36.862135
9.7500,0.2500,40.026039
10.0000,0.2500,39.439579
10.2500,0.2500,38.483545
10.5000,0.2500,37.062151
10.7500,0.2500,36.943043
11.0000,0.2500,35.786350
11.2500,0.2500,37.829989
11.5000,0.2500,39.445060
11.7500,0.2500,35.352128
12.0000,0.2500,36.855399
12.2500,0.2500,40.019309
12.5000,0.2500,37.530168
12.7500,0.2500,37.243273
13.0000,0.2500,36.806000
13.2500,0.2500,36.067278
13.5000,0.2500,35.389616
13.7500,0.2500,37.351171
14.0000,0.2500,38.803992
14.2500,0.2500,36.246172
14.5000,0.2500,35.636067
14.7500,0.2500,38.265690
15.0000,0.2500,39.446322
15.2500,0.2500,37.136850
15.5000,0.2500,38.545944
15.7500,0.2500,37.163183
16.0000,0.2500,38.704342
16.2500,0.2500,36.178859
16.5000,0.2500,35.908400
16.7500,0.2500,36.984622
17.0000,0.2500,35.529813
17.2500,0.2500,37.890493
17.5000,0.2500,35.618952
17.7500,0.2500,36.537059
18.0000,0.2500,38.397821
18.2500,0.2500,37.453301
18.5000,0.2500,35.627298
18.7500,0.2500,36.350422
19.0000,0.2500,37.425459
19.2500,0.2500,36.772638
19.5000,0.2500,39.268970
19.7500,0.2500,35.548739
20.0000,0.2500,37.366058
20.2500,0.2500,37.102195
20.5000,0.2500,37.427961
20.7500,0.2500,39.498893
21.0000,0.2500,36.219820
21.2500,0.2500,37.494777
21.5000,0.2500,37.231869
21.7500,0.2500,37.782030
22.0000,0.2500,36.762473
22.2500,0.2500,39.620159
22.5000,0.2500,36.569171
22.7500,0.2500,38.402383
23.0000,0.2500,39.528209
23.2500,0.2500,35.915199
23.5000,0.2500,37.520535
23.7500,0.2500,38.586619
0.0000,0.5000,35.247819
0.2500,0.5000,36.444854
0.5000,0.5000,39.803819
0.7500,0.5000,39.727347
1.0000,0.5000,35.558346
1.2500,0.5000,38.777271
1.5000,0.5000,37.686266
1.7500,0.5000,36.321069
2.0000,0.5000,39.996524
2.2500,0.5000,37.126107
2.5000,0.5000,39.346116
2.7500,0.5000,37.176903
3.0000,0.5000,38.089449
3.2500,0.5000,38.633681
3.5000,0.5000,36.303403
3.7500,0.5000,36.428762
4.0000,0.5000,39.297637
4.2500,0.5000,39.592213
4.5000,0.5000,37.989791
4.7500,0.5000,39.749085
5.0000,0.5000,38.533119
5.2500,0.5000,38.584891
5.5000,0.5000,39.232713
5.7500,0.5000,38.561882
6.0000,0.5000,35.229190
6.2500,0.5000,36.587032
6.5000,0.5000,35.976525
6.7500,0.5000,38.016774
7.0000,0.5000,39.043887
7.2500,0.5000,39.814211
7.5000,0.5000,39.305332
7.7500,0.5000,38.467625
8.0000,0.5000,36.071089
8.2500,0.5000,38.259670
8.5000,0.5000,39.546975
8.7500,0.5000,35.747560
9.0000,0.5000,39.623065
9.2500,0.5000,36.519077
9.5000,0.5000,39.898581
9.7500,0.5000,36.409010
10.0000,0.5000,36.048679
10.2500,0.5000,37.874583
10.5000,0.5000,35.370728
10.7500,0.5000,35.803623
11.0000,0.5000,40.014457
11.2500,0.5000,39.143206
11.5000,0.5000,37.288323
11.7500,0.5000,38.404118
12.0000,0.5000,37.070440
12.2500,0.5000,39.910436
12.5000,0.5000,39.992025
12.7500,0.5000,39.403682
13.0000,0.5000,37.848850
13.2500,0.5000,39.556123
13.5000,0.5000,39.241738
13.7500,0.5000,36.716717
14.0000,0.5000,39.194768
14.2500,0.5000,39.447827
14.5000,0.5000,39.863680
14.7500,0.5000,38.102862
15.0000,0.5000,37.226469
15.2500,0.5000,39.939001
15.5000,0.5000,37.249151
15.7500,0.5000,35.767111
16.0000,0.5000,35.400787
16.2500,0.5000,39.596976
16.5000,0.5000,37.840695
16.7500,0.5000,39.062986
17.0000,0.5000,38.486815
17.2500,0.5000,35.743263
17.5000,0.5000,36.191229
17.7500,0.5000,38.680197
18.0000,0.5000,39.533783
18.2500,0.5000,38.069421
18.5000,0.5000,39.793807
18.7500,0.5000,38.091358
19.0000,0.5000,37.860772
19.2500,0.5000,38.249536
19.5000,0.5000,36.055812
19.7500,0.5000,35.793955
20.0000,0.5000,35.093639
20.2500,0.5000,36.126897
20.5000,0.5000,35.384711
20.7500,0.5000,37.127760
21.0000,0.5000,39.099133
21.2500,0.5000,38.711914
21.5000,0.5000,38.024205
21.7500,0.5000,38.265733
22.0000,0.5000,37.353192
22.2500,0.5000,37.764844
22.5000,0.5000,39.475904
22.7500,0.5000,39.018469
23.0000,0.5000,39.976825
23.2500,0.5000,39.403884
23.5000,0.5000,36.441885
23.7500,0.5000,39.091093
0.0000,0.7500,39.862651
0.2500,0.7500,36.996702
0.5000,0.7500,39.762546
0.7500,0.7500,38.670105
1.0000,0.7500,36.933844
1.2500,0.7500,38.472708
1.5000,0.7500,36.166768
1.7500,0.7500,35.586850
2.0000,0.7500,38.170512
2.2500,0.7500,37.529439
2.5000,0.7500,36.069039
2.7500,0.7500,39.545046
3.0000,0.7500,39.712703
3.2500,0.7500,37.287474
3.5000,0.7500,36.867286
3.7500,0.7500,37.630676
4.0000,0.7500,35.838312
4.2500,0.7500,36.240263
4.5000,0.7500,39.352659
4.7500,0.7500,37.565742
5.0000,0.7500,38.346765
5.2500,0.7500,38.392726
5.5000,0.7500,35.257166
5.7500,0.7500,37.238768
6.0000,0.7500,38.427919
6.2500,0.7500,35.777421
6.5000,0.7500,39.827297
6.7500,0.7500,37.003666
7.0000,0.7500,38.221947
7.2500,0.7500,37.386669
7.5000,0.7500,37.865427
7.7500,0.7500,35.738872
8.0000,0.7500,38.393840
8.2500,0.7500,38.903813
8.5000,0.7500,37.511661
8.7500,0.7500,39.070971
9.0000,0.7500,35.578340
9.2500,0.7500,38.071389
9.5000,0.7500,38.723274
9.7500,0.7500,39.713788
10.0000,0.7500,36.508573
10.2500,0.7500,36.622515
10.5000,0.7500,36.234117
10.7500,0.7500,36.304948
11.0000,0.7500,36.211085
11.2500,0.7500,39.600259
11.5000,0.7500,40.031143
11.7500,0.7500,39.036038
12.0000,0.7500,35.066709
12.2500,0.7500,35.649039
12.5000,0.7500,38.663281
12.7500,0.7500,35.462245
13.0000,0.7500,36.424010
13.2500,0.7500,39.970795
13.5000,0.7500,39.748579
13.7500,0.7500,36.201641
14.0000,0.7500,36.827379
14.2500,0.7500,36.166569
14.5000,0.7500,37.729326
14.7500,0.7500,37.387901
15.0000,0.7500,37.390453
15.2500,0.7500,37.181589
15.5000,0.7500,38.667598
15.7500,0.7500,37.044790
16.0000,0.7500,36.190983
16.2500,0.7500,36.821430
16.5000,0.7500,38.773446
16.7500,0.7500,38.748454
17.0000,0.7500,36.125036
17.2500,0.7500,39.805572
17.5000,0.7500,37.148765
17.7500,0.7500,39.094011
18.0000,0.7500,36.232882
18.2500,0.7500,37.272546
18.5000,0.7500,37.049867
18.7500,0.7500,39.111827
19.0000,0.7500,38.904694
19.2500,0.7500,38.804022
19.5000,0.7500,36.498422
19.7500,0.7500,35.690925
20.0000,0.7500,39.770477
20.2500,0.7500,35.561486
20.5000,0.7500,38.406179
20.7500,0.7500,35.281433
21.0000,0.7500,38.919652
21.2500,0.7500,39.802555
21.5000,0.7500,36.531279
21.7500,0.7500,38.481719
22.0000,0.7500,36.035731
22.2500,0.7500,38.193966
22.5000,0.7500,35.193180
22.7500,0.7500,37.785355
23.0000,0.7500,35.779547
23.2500,0.7500,39.821930
23.5000,0.7500,36.687467
23.7500,0.7500,38.405485
0.0000,1.0000,39.319760
0.2500,1.0000,39.299934
0.5000,1.0000,39.575969
0.7500,1.0000,37.648425
1.0000,1.0000,39.927490
1.2500,1.0000,35.255548
1.5000,1.0000,37.755193
1.7500,1.0000,35.624829
2.0000,1.0000,36.944185
2.2500,1.0000,35.702764
2.5000,1.0000,39.481944
2.7500,1.0000,36.738624
3.0000,1.0000,38.851507
3.2500,1.0000,38.600936
3.5000,1.0000,38.329685
3.7500,1.0000,38.053745
4.0000,1.0000,37.008459
4.2500,1.0000,36.881008
4.5000,1.0000,35.989431
4.7500,1.0000,37.714050
5.0000,1.0000,37.834508
5.2500,1.0000,36.953036
5.5000,1.0000,38.102767
5.7500,1.0000,38.915097
6.0000,1.0000,36.813608
6.2500,1.0000,37.456352
6.5000,1.0000,39.851419
6.7500,1.0000,36.732153
7.0000,1.0000,37.376214
7.2500,1.0000,37.190749
7.5000,1.0000,35.408360
7.7500,1.0000,37.282023
8.0000,1.0000,39.435139
8.2500,1.0000,35.198828
8.5000,1.0000,37.062869
8.7500,1.0000,35.660207
9.0000,1.0000,38.763056
9.2500,1.0000,37.561105
9.5000,1.0000,36.482086
9.7500,1.0000,38.247806
10.0000,1.0000,36.418825
10.2500,1.0000,36.591375
10.5000,1.0000,35.566799
10.7500,1.0000,35.650350
11.0000,1.0000,35.070441
11.2500,1.0000,35.253546
11.5000,1.0000,35.450110
11.7500,1.0000,36.676627
12.0000,1.0000,38.059430
12.2500,1.0000,39.197933
12.5000,1.0000,35.977905
12.7500,1.0000,37.694387
13.0000,1.0000,39.679868
13.2500,1.0000,36.363202
13.5000,1.0000,38.706512
13.7500,1.0000,36.129677
14.0000,1.0000,36.266686
14.2500,1.0000,35.474822
14.5000,1.0000,35.955200
14.7500,1.0000,35.519669
15.0000,1.0000,38.830797
15.2500,1.0000,36.209118
15.5000,1.0000,37.493428
15.7500,1.0000,37.500658
16.0000,1.0000,37.279494
16.2500,1.0000,37.181000
16.5000,1.0000,38.711674
16.7500,1.0000,35.950729
17.0000,1.0000,37.345543
17.2500,1.0000,35.117017
17.5000,1.0000,36.635005
17.7500,1.0000,39.804104
18.0000,1.0000,37.320998
18.2500,1.0000,35.045442
18.5000,1.0000,39.841356
18.7500,1.0000,36.037090
19.0000,1.0000,38.204526
19.2500,1.0000,36.806956
19.5000,1.0000,38.953672
19.7500,1.0000,36.626069
20.0000,1.0000,36.677852
20.2500,1.0000,39.337694
20.5000,1.0000,35.492249
20.7500,1.0000,39.276257
21.0000,1.0000,37.549096
21.2500,1.0000,37.030727
21.5000,1.0000,37.798384
21.7500,1.0000,37.222182
22.0000,1.0000,37.356287
22.2500,1.0000,37.951123
22.5000,1.0000,37.456156
22.7500,1.0000,36.644458
23.0000,1.0000,37.620765
23.2500,1.0000,39.944629
23.5000,1.0000,37.077433
23.7500,1.0000,37.355983
0.0000,1.2500,39.240232
0.2500,1.2500,35.490740
0.5000,1.2500,36.925015
0.7500,1.2500,36.131586
1.0000,1.2500,39.684385
1.2500,1.2500,36.774850
1.5000,1.2500,39.844228
1.7500,1.2500,38.196788
2.0000,1.2500,35.913019
2.2500,1.2500,39.873545
2.5000,1.2500,39.622094
2.7500,1.2500,39.341908
3.0000,1.2500,36.090361
3.2500,1.2500,37.312951
3.5000,1.2500,36.718660
3.7500,1.2500,37.686031
4.0000,1.2500,37.145243
4.2500,1.2500,35.441059
4.5000,1.2500,35.925830
4.7500,1.2500,37.922616
5.0000,1.2500,35.084416
5.2500,1.2500,37.247263
5.5000,1.2500,39.524307
5.7500,1.2500,38.225155
6.0000,1.2500,35.232393
6.2500,1.2500,36.879120
6.5000,1.2500,37.202667
6.7500,1.2500,35.780681
7.0000,1.2500,36.672935
7.2500,1.2500,40.070496
7.5000,1.2500,38.483905
7.7500,1.2500,39.583176
8.0000,1.2500,35.124466
8.2500,1.2500,37.560743
8.5000,1.2500,36.186002
8.7500,1.2500,38.118397
9.0000,1.2500,39.984846
9.2500,1.2500,39.749166
9.5000,1.2500,37.684822
9.7500,1.2500,39.744825
10.0000,1.2500,38.160736
10.2500,1.2500,39.352632
10.5000,1.2500,35.925573
10.7500,1.2500,39.292311
11.0000,1.2500,38.003961
11.2500,1.2500,37.092778
11.5000,1.2500,37.920978
11.7500,1.2500,36.688225
12.0000,1.2500,37.846451
12.2500,1.2500,37.711037
12.5000,1.2500,39.584194
12.7500,1.2500,39.218634
13.0000,1.2500,36.412796
13.2500,1.2500,36.456853
13.5000,1.2500,36.665766
13.7500,1.2500,38.805499
14.0000,1.2500,39.691874
14.2500,1.2500,36.254733
14.5000,1.2500,35.710849
14.7500,1.2500,39.588971
15.0000,1.2500,39.133945
15.2500,1.2500,36.231857
15.5000,1.2500,36.164427
15.7500,1.2500,39.953650
16.0000,1.2500,37.484791
16.2500,1.2500,39.581143
16.5000,1.2500,39.600391
16.7500,1.2500,35.999834
17.0000,1.2500,35.616588
17.2500,1.2500,35.147684
17.5000,1.2500,36.419523
17.7500,1.2500,36.837233
18.0000,1.2500,39.827890
18.2500,1.2500,38.005952
18.5000,1.2500,38.637208
18.7500,1.2500,39.132375
19.0000,1.2500,35.170544
19.2500,1.2500,39.702881
19.5000,1.2500,35.531891
19.7500,1.2500,38.060199
20.0000,1.2500,37.412445
20.2500,1.2500,37.444492
20.5000,1.2500,35.888675
20.7500,1.2500,38.184943
21.0000,1.2500,36.119110
21.2500,1.2500,35.513231
21.5000,1.2500,38.481198
21.7500,1.2500,38.031481
22.0000,1.2500,37.105604
22.2500,1.2500,36.214704
22.5000,1.2500,38.760035
22.7500,1.2500,36.122066
23.0000,1.2500,36.253753
23.2500,1.2500,37.689940
23.5000,1.2500,36.795894
23.7500,1.2500,35.825208
0.0000,1.5000,35.929335
0.2500,1.5000,35.410372
0.5000,1.5000,35.988482
0.7500,1.5000,39.318506
1.0000,1.5000,36.841834
1.2500,1.5000,37.022474
1.5000,1.5000,35.805574
1.7500,1.5000,36.859259
2.0000,1.5000,37.132468
2.2500,1.5000,36.073744
2.5000,1.5000,38.448851
2.7500,1.5000,37.634837
3.0000,1.5000,39.793049
3.2500,1.5000,36.609849
3.5000,1.5000,37.349332
3.7500,1.5000,39.831132
4.0000,1.5000,39.535620
4.2500,1.5000,35.264182
4.5000,1.5000,37.552646
4.7500,1.5000,36.923249
5.0000,1.5000,37.438800
5.2500,1.5000,39.576489
5.5000,1.5000,36.419598
5.7500,1.5000,38.803279
6.0000,1.5000,36.013196
6.2500,1.5000,39.554964
6.5000,1.5000,39.929323
6.7500,1.5000,38.054127
7.0000,1.5000,38.046899
7.2500,1.5000,39.999889
7.5000,1.5000,38.733125
7.7500,1.5000,35.535492
8.0000,1.5000,35.727535
8.2500,1.5000,36.806555
8.5000,1.5000,38.101871
8.7500,1.5000,36.868409
9.0000,1.5000,36.551375
9.2500,1.5000,36.768116
9.5000,1.5000,36.406776
9.7500,1.5000,39.407988
10.0000,1.5000,37.577510
10.2500,1.5000,37.741484
10.5000,1.5000,36.069258
10.7500,1.5000,39.645765
11.0000,1.5000,38.269594
11.2500,1.5000,35.933977
11.5000,1.5000,36.805035
11.7500,1.5000,37.893530
12.0000,1.5000,38.367818
12.2500,1.5000,35.304696
12.5000,1.5000,38.456738
12.7500,1.5000,39.344969
13.0000,1.5000,37.402062
13.2500,1.5000,36.921116
13.5000,1.5000,39.204364
13.7500,1.5000,40.040898
14.0000,1.5000,35.314316
14.2500,1.5000,38.671451
14.5000,1.5000,38.725847
14.7500,1.5000,37.618720
15.0000,1.5000,39.423869
15.2500,1.5000,35.872222
15.5000,1.5000,36.316723
15.7500,1.5000,38.390454
16.0000,1.5000,35.249039
16.2500,1.5000,36.001115
16.5000,1.5000,39.578852
16.7500,1.5000,39.007877
17.0000,1.5000,37.057490
17.2500,1.5000,35.142300
17.5000,1.5000,39.013111
17.7500,1.5000,37.165081
18.0000,1.5000,37.957688
18.2500,1.5000,38.266681
18.5000,1.5000,36.427691
18.7500,1.5000,38.525177
19.0000,1.5000,37.087440
19.2500,1.5000,39.548489
19.5000,1.5000,39.988483
19.7500,1.5000,37.508485
20.0000,1.5000,38.516270
20.2500,1.5000,39.565043
20.5000,1.5000,35.135014
20.7500,1.5000,37.985992
21.0000,1.5000,38.144242
21.2500,1.5000,36.857694
21.5000,1.5000,36.697352
21.7500,1.5000,39.793245
22.0000,1.5000,35.820797
22.2500,1.5000,39.802734
22.5000,1.5000,36.115909
22.7500,1.5000,39.196323
23.0000,1.5000,36.648057
23.2500,1.5000,39.223466
23.5000,1.5000,37.450741
23.7500,1.5000,35.448297
0.0000,1.7500,35.713541
0.2500,1.7500,38.218266
0.5000,1.7500,36.865831
0.7500,1.7500,37.460574
1.0000,1.7500,39.499276
1.2500,1.7500,39.693114
1.5000,1.7500,39.814170
1.7500,1.7500,35.302465
2.0000,1.7500,36.382835
2.2500,1.7500,36.249606
2.5000,1.7500,36.049094
2.7500,1.7500,35.626125
3.0000,1.7500,39.866739
3.2500,1.7500,38.487152
3.5000,1.7500,37.036423
3.7500,1.7500,39.587192
4.0000,1.7500,36.842593
4.2500,1.7500,37.391303
4.5000,1.7500,39.050977
4.7500,1.7500,37.421568
5.0000,1.7500,38.327646
5.2500,1.7500,37.707147
5.5000,1.7500,37.646630
5.7500,1.7500,38.343092
6.0000,1.7500,37.497244
6.2500,1.7500,39.582073
6.5000,1.7500,38.083298
6.7500,1.7500,38.067178
7.0000,1.7500,38.887846
7.2500,1.7500,36.590801
7.5000,1.7500,36.033279
7.7500,1.7500,36.286951
8.0000,1.7500,36.177667
8.2500,1.7500,39.150201
8.5000,1.7500,38.378225
8.7500,1.7500,36.105378
9.0000,1.7500,35.765812
9.2500,1.7500,36.033876
9.5000,1.7500,39.719627
9.7500,1.7500,37.129489
10.0000,1.7500,36.981323
10.2500,1.7500,38.796413
10.5000,1.7500,36.109891
10.7500,1.7500,39.982716
11.0000,1.7500,39.264262
11.2500,1.7500,39.610544
11.5000,1.7500,36.665098
11.7500,1.7500,35.148356
12.0000,1.7500,40.076267
12.2500,1.7500,35.575408
12.5000,1.7500,36.692590
12.7500,1.7500,36.140322
13.0000,1.7500,38.388224
13.2500,1.7500,37.062803
13.5000,1.7500,36.012549
13.7500,1.7500,36.837372
14.0000,1.7500,35.435636
14.2500,1.7500,38.885988
14.5000,1.7500,40.045697
14.7500,1.7500,36.751429
15.0000,1.7500,38.995565
15.2500,1.7500,37.968014
15.5000,1.7500,36.243494
15.7500,1.7500,39.097081
16.0000,1.7500,39.744813
16.2500,1.7500,35.033701
16.5000,1.7500,36.983880
16.7500,1.7500,35.589727
17.0000,1.7500,39.237884
17.2500,1.7500,36.083923
17.5000,1.7500,35.827402
17.7500,1.7500,37.307055
18.0000,1.7500,36.332218
18.2500,1.7500,36.076098
18.5000,1.7500,39.574960
18.7500,1.7500,37.591933
19.0000,1.7500,36.945830
19.2500,1.7500,38.283236
19.5000,1.7500,35.631511
19.7500,1.7500,35.796969
20.0000,1.7500,36.476211
20.2500,1.7500,38.837751
20.5000,1.7500,35.476963
20.7500,1.7500,37.164114
21.0000,1.7500,36.675592
21.2500,1.7500,35.722079
21.5000,1.7500,39.310766
21.7500,1.7500,35.307408
22.0000,1.7500,36.924268
22.2500,1.7500,36.773939
22.5000,1.7500,38.817569
22.7500,1.7500,37.939409
23.0000,1.7500,37.247110
23.2500,1.7500,39.276283
23.5000,1.7500,36.406340
23.7500,1.7500,37.379377
0.0000,2.0000,36.445620
0.2500,2.0000,39.897297
0.5000,2.0000,37.084662
0.7500,2.0000,35.892940
1.0000,2.0000,36.072849
1.2500,2.0000,36.667644
1.5000,2.0000,39.228072
1.7500,2.0000,35.081815
2.0000,2.0000,38.376596
2.2500,2.0000,36.401268
2.5000,2.0000,38.934601
2.7500,2.0000,36.340959
3.0000,2.0000,35.703600
3.2500,2.0000,38.214845
3.5000,2.0000,35.687783
3.7500,2.0000,35.101636
4.0000,2.0000,38.744807
4.2500,2.0000,38.690727
4.5000,2.0000,35.187327
4.7500,2.0000,35.151170
5.0000,2.0000,40.064200
5.2500,2.0000,38.916912
5.5000,2.0000,37.265397
5.7500,2.0000,37.902599
6.0000,2.0000,38.130361
6.2500,2.0000,39.745098
6.5000,2.0000,35.916442
6.7500,2.0000,38.959844
7.0000,2.0000,38.539820
7.2500,2.0000,38.968189
7.5000,2.0000,39.508130
7.7500,2.0000,39.405873
8.0000,2.0000,35.830063
8.2500,2.0000,39.100534
8.5000,2.0000,39.040188
8.7500,2.0000,38.494573
9.0000,2.0000,37.454543
9.2500,2.0000,35.214477
9.5000,2.0000,35.943559
9.7500,2.0000,35.952816
10.0000,2.0000,38.909538
10.2500,2.0000,37.766165
10.5000,2.0000,38.807371
10.7500,2.0000,38.229589
11.0000,2.0000,38.022831
11.2500,2.0000,37.193531
11.5000,2.0000,39.272692
11.7500,2.0000,36.917200
12.0000,2.0000,38.759014
12.2500,2.0000,38.278826
12.5000,2.0000,38.148430
12.7500,2.0000,36.158150
13.0000,2.0000,39.896882
13.2500,2.0000,39.764657
13.5000,2.0000,37.204810
13.7500,2.0000,37.285360
14.0000,2.0000,38.322233
14.2500,2.0000,35.224219
14.5000,2.0000,36.353934
14.7500,2.0000,35.309895
15.0000,2.0000,36.392172
15.2500,2.0000,37.918449
15.5000,2.0000,39.484133
15.7500,2.0000,38.638080
16.0000,2.0000,37.304738
16.2500,2.0000,37.798190
16.5000,2.0000,37.697017
16.7500,2.0000,39.958666
17.0000,2.0000,35.855260
17.2500,2.0000,35.791527
17.5000,2.0000,38.788231
17.7500,2.0000,37.361542
18.0000,2.0000,37.997076
18.2500,2.0000,35.161810
18.5000,2.0000,39.834918
18.7500,2.0000,38.218207
19.0000,2.0000,37.960559
19.2500,2.0000,39.323894
19.5000,2.0000,36.302526
19.7500,2.0000,35.462440
20.0000,2.0000,38.513226
20.2500,2.0000,37.644289
20.5000,2.0000,36.192308
20.7500,2.0000,36.698405
21.0000,2.0000,39.183045
21.2500,2.0000,36.622635
21.5000,2.0000,36.988620
21.7500,2.0000,36.535342
22.0000,2.0000,35.098649
22.2500,2.0000,37.649365
22.5000,2.0000,37.151599
22.7500,2.0000,35.633085
23.0000,2.0000,36.430276
23.2500,2.0000,36.530097
23.5000,2.0000,35.982432
23.7500,2.0000,38.178826
0.0000,2.2500,36.971533
0.2500,2.2500,38.873779
0.5000,2.2500,39.602796
0.7500,2.2500,36.702944
1.0000,2.2500,39.247090
1.2500,2.2500,35.293990
1.5000,2.2500,39.802195
1.7500,2.2500,38.921534
2.0000,2.2500,36.501387
2.2500,2.2500,37.470491
2.5000,2.2500,35.357655
2.7500,2.2500,39.033980
3.0000,2.2500,38.495820
3.2500,2.2500,36.986274
3.5000,2.2500,39.247567
3.7500,2.2500,35.281562
4.0000,2.2500,37.108369
4.2500,2.2500,35.325346
4.5000,2.2500,37.347576
4.7500,2.2500,39.045846
5.0000,2.2500,35.269593
5.2500,2.2500,37.316138
5.5000,2.2500,36.578411
5.7500,2.2500,37.373497
6.0000,2.2500,37.112631
6.2500,2.2500,37.924824
6.5000,2.2500,37.653140
6.7500,2.2500,37.084422
7.0000,2.2500,35.382251
7.2500,2.2500,36.879641
7.5000,2.2500,35.866560
7.7500,2.2500,37.269102
8.0000,2.2500,38.693199
8.2500,2.2500,37.574039
8.5000,2.2500,35.755388
8.7500,2.2500,36.184630
9.0000,2.2500,36.902355
9.2500,2.2500,40.107411
9.5000,2.2500,38.663613
9.7500,2.2500,35.371617
10.0000,2.2500,35.901248
10.2500,2.2500,39.803365
10.5000,2.2500,39.071237
10.7500,2.2500,36.590682
11.0000,2.2500,35.519066
11.2500,2.2500,39.768018
11.5000,2.2500,36.840352
11.7500,2.2500,35.445672
12.0000,2.2500,35.772668
12.2500,2.2500,37.537131
12.5000,2.2500,39.860038
12.7500,2.2500,36.277168
13.0000,2.2500,35.375152
13.2500,2.2500,37.657188
13.5000,2.2500,40.052309
13.7500,2.2500,37.971266
14.0000,2.2500,39.668628
14.2500,2.2500,38.947908
14.5000,2.2500,38.480869
14.7500,2.2500,35.336590
15.0000,2.2500,37.464880
15.2500,2.2500,35.151729
15.5000,2.2500,36.598056
15.7500,2.2500,39.678037
16.0000,2.2500,38.076556
16.2500,2.2500,38.350850
