energy_loss_eV,intensity_counts
364.5,3351.0788495473485
365.0,3358.9697884881243
365.5,3330.3361319470537
366.0,3323.5316710303696
366.5,3359.3108099810283
367.0,3310.8179659346765
367.5,3325.04679284058
368.0,3299.223286603794
368.5,3304.313835671292
369.0,3327.150512581905
369.5,3318.1752173972673
370.0,3309.2509840596977
370.5,3284.746343966945
371.0,3300.1650186945267
371.5,3293.3109039385868
372.0,3305.595937476959
372.5,3279.4502758878675
373.0,3324.738573238928
373.5,3285.1427323371295
374.0,3255.284156036196
374.5,3284.406131077679
375.0,3264.267032027681
375.5,3289.0085111222356
376.0,3285.3689667013373
376.5,3278.9217905638884
377.0,3250.2511011198294
377.5,3218.4318578965867
378.0,3242.549030853028
378.5,3243.9666413673776
379.0,3241.0764506681944
379.5,3222.5397369597017
380.0,3212.6150172585376
380.5,3223.8293639089525
381.0,3216.5337038008447
381.5,3196.560826636549
382.0,3185.9749018334082
382.5,3210.783998154783
383.0,3189.1166320329685
383.5,3195.8836099136643
384.0,3238.7391464466373
384.5,3181.0922372262644
385.0,3204.3757099774543
385.5,3200.4729791928876
386.0,3184.8652975877662
386.5,3197.4442884540854
387.0,3199.685934744154
387.5,3155.3144092537227
388.0,3173.981088147397
388.5,3176.0182033780466
389.0,3146.406073728144
389.5,3136.362322303339
390.0,3134.670285385511
390.5,3156.141722425662
391.0,3127.100179005818
391.5,3125.438364565891
392.0,3116.8579938208068
392.5,3115.848280028527
393.0,3145.151445514623
393.5,3114.6520191792843
394.0,3123.936932719725
394.5,3117.72500729636
395.0,3084.8988377820274
395.5,3091.1664953840614
396.0,3107.231120953771
396.5,3114.6480790404235
397.0,3100.3788788546567
397.5,3071.4038335898003
398.0,3088.478199690918
398.5,3106.417751569153
399.0,3074.8289780781083
399.5,3079.7374788512516
400.0,3105.673664922023
400.5,3053.589524276402
401.0,3049.852099682488
401.5,3085.4339561711436
402.0,3055.3153036082645
402.5,3069.9342009658076
403.0,3079.223688746152
403.5,3058.1236394568814
404.0,3033.536843344228
404.5,3056.4779886763677
405.0,3025.2493285965015
405.5,3041.7308101056014
406.0,3065.6591722940448
406.5,2988.197236767972
407.0,3021.840132861193
407.5,3028.003709553896
408.0,3001.5993446663606
408.5,3020.2557915201905
409.0,3031.4127561236382
409.5,3017.0459688594988
410.0,3012.567392564109
410.5,3014.9554379015467
411.0,2998.2889128056713
411.5,2989.0054433952164
412.0,3004.834029106242
412.5,2990.620986890766
413.0,2984.0667614424333
413.5,2996.4400237660648
414.0,2989.532650053289
414.5,2949.0276044997345
415.0,2985.349262823945
415.5,2961.387838500223
416.0,2956.425000138591
416.5,2964.912677673316
417.0,2981.940758188669
417.5,2970.0713997702755
418.0,2967.162373837263
418.5,2970.959186461954
419.0,2950.397891169829
419.5,2978.570238876555
420.0,2940.362242922333
420.5,2896.888374328291
421.0,2951.0612900668557
421.5,2946.1273876636783
422.0,2951.389541056062
422.5,2917.3820201542594
423.0,2944.531969662431
423.5,2917.4886131972207
424.0,2951.976254597255
424.5,2906.7896815298654
425.0,2935.909053106394
425.5,2906.385939912357
426.0,2904.979170109142
426.5,2891.211422836632
427.0,2903.728334233395
427.5,2895.2251604820385
428.0,2878.9987327866766
428.5,2877.806160176002
429.0,2877.457288648503
429.5,2891.6223360041204
430.0,2887.401139907106
430.5,2882.8240983038872
431.0,2862.250096872221
431.5,2860.997360753218
432.0,2843.475074040753
432.5,2904.4535533178787
433.0,2880.101197662829
433.5,2860.907650005357
434.0,2852.1050966455687
434.5,2865.6706385236516
435.0,2880.9461305889345
435.5,2839.482961823601
436.0,2811.9220776504876
436.5,2841.396413725761
437.0,2852.219096495394
437.5,2833.6386307163934
438.0,2808.8503754798726
438.5,2840.271326283266
439.0,2796.249279460416
439.5,2868.3978833274377
440.0,2815.299718268925
440.5,2822.45627735418
441.0,2809.4752540838144
441.5,2784.6025532751414
442.0,2783.417808338264
442.5,2784.8498024442797
443.0,2775.5167897291094
443.5,2817.1094663747435
444.0,2788.7919279444864
444.5,2780.8895000631164
445.0,2785.539100921589
445.5,2801.6591248351297
446.0,2795.0017933440004
446.5,2750.465279645259
447.0,2806.2790259856674
447.5,2805.2804397624514
448.0,2793.5365529219066
448.5,2719.4742176622203
449.0,2756.744358824767
449.5,2792.8337744310948
450.0,2740.9518357853094
450.5,2735.966751203274
451.0,2774.0399684750987
451.5,2761.9268047736327
452.0,2788.404934753593
452.5,2773.851196617517
453.0,2758.5037909211833
453.5,2733.1198642547474
454.0,2724.1007097755746
454.5,2733.1957638363383
455.0,2761.8192469875844
455.5,2748.7345919499453
456.0,2761.7614889949205
456.5,2727.4513245517173
457.0,2722.129975365122
457.5,2704.5104729190457
458.0,2717.0756345433897
458.5,2721.796540476934
459.0,2717.769842808205
459.5,2705.977522611836
460.0,2732.757150930571
460.5,2714.687893499586
461.0,2719.6373656708647
461.5,2665.1994186475927
462.0,2689.7926546599124
462.5,2709.8961376663615
463.0,2717.8243420450076
463.5,2687.5025388642575
464.0,2675.199175847768
464.5,2688.80631116382
465.0,2703.7145755089277
465.5,2683.6596377047385
466.0,2656.8833747842937
466.5,2689.160739232805
467.0,2696.941140141792
467.5,2677.541835789475
468.0,2670.443049306506
468.5,2690.8899530498857
469.0,2662.9527224273666
469.5,2674.6876666240846
470.0,2682.5133610102107
470.5,2672.3007759382403
471.0,2648.9252478074404
471.5,2664.864825281911
472.0,2686.5751886023572
472.5,2634.5516895167098
473.0,2695.006741963097
473.5,2628.2316458102855
474.0,2647.6143995581974
474.5,2625.9972382567153
475.0,2631.1435151874784
475.5,2633.951688097549
476.0,2630.2386250430304
476.5,2609.606651919332
477.0,2629.5875977102723
477.5,2627.24227238796
478.0,2639.8829827236746
478.5,2607.9502472333998
479.0,2634.4460666497225
479.5,2616.0520460625467
480.0,2591.4550276007144
480.5,2615.4085536649636
481.0,2602.6379231296805
481.5,2613.084511521045
482.0,2592.285711943943
482.5,2600.8820247124013
483.0,2607.9488805094575
483.5,2592.8466698646666
484.0,2582.5850619520124
484.5,2587.9315887991434
485.0,2607.5189030840374
485.5,2565.9040200639424
486.0,2600.964232260846
486.5,2625.643595832176
487.0,2570.178686902966
487.5,2595.2389559496487
488.0,2579.9833075746114
488.5,2566.7960476661924
489.0,2607.9699136590975
489.5,2601.9388562380223
490.0,2573.3813462690664
490.5,2616.6044303958724
491.0,2580.817430235139
491.5,2570.1136130247974
492.0,2615.8835649024977
492.5,2546.646620872791
493.0,2557.8220328112584
493.5,2548.88134298371
494.0,2562.9770649717243
494.5,2578.0209167894304
495.0,2563.8713297905992
495.5,2540.9512520937956
496.0,2535.7986790555497
496.5,2558.5303063231313
497.0,2532.235769986022
497.5,2512.2969105586308
498.0,2538.2035617683723
498.5,2518.9324326319834
499.0,2543.1324495995987
499.5,2531.231762846951
500.0,2511.5281710486233
500.5,2546.370681750325
501.0,2539.385991568126
501.5,2532.28085882679
502.0,2506.2329072982734
502.5,2487.9133924975454
503.0,2557.3158954706237
503.5,2566.683840170309
504.0,2523.680443258814
504.5,2499.9199451275144
505.0,2544.3787924684802
505.5,2531.596760483046
506.0,2525.750980844209
506.5,2527.7097214508535
507.0,2442.0959279012222
507.5,2511.416101531851
508.0,2503.7462958715278
508.5,2467.0977445062144
509.0,2497.7172633858663
509.5,2505.229890632479
510.0,2477.313053293588
510.5,2498.341465265357
511.0,2462.260238998754
511.5,2461.4584773936876
512.0,2468.853551700228
512.5,2480.72573218839
513.0,2461.080393082043
513.5,2486.0150845784474
514.0,2475.5072559416344
514.5,2448.519136550526
515.0,2459.398969319356
515.5,2441.4416542348567
516.0,2470.070475644479
516.5,2455.426650550562
517.0,2459.4554486577044
517.5,2455.143654932334
518.0,2443.853149637216
518.5,2448.132889399569
519.0,2483.6003850391785
519.5,2479.6104290271264
520.0,2455.6231938691462
520.5,2464.8792971632147
521.0,2490.5744217813412
521.5,2442.1510245829318
522.0,2448.718446694781
522.5,2433.297364754461
523.0,2464.276002709316
523.5,2467.414063388688
524.0,2484.0943319430557
524.5,2466.747016317355
525.0,2505.6244955307566
525.5,2485.722394765786
526.0,2483.374196559455
526.5,2502.5615757346472
527.0,2557.1951734718277
527.5,2524.6945200577475
528.0,2572.921534321459
528.5,2572.0306058169476
529.0,2589.4735527906305
529.5,2626.2232517672624
530.0,2622.9755658661115
530.5,2694.6784623782814
531.0,2716.907531592846
531.5,2758.7973524204363
532.0,2777.712629361695
532.5,2863.993739156803
533.0,2923.0855329777146
533.5,2997.967637820836
534.0,3081.516896806076
534.5,3131.137101632616
535.0,3198.935166372526
535.5,3300.008127398958
536.0,3315.9604967320083
536.5,3383.344066852157
537.0,3438.105395140404
537.5,3512.6735724328005
538.0,3562.4353117773258
538.5,3620.183192155985
539.0,3640.048157092924
539.5,3695.7787243617104
540.0,3694.307608766208
540.5,3792.522837579507
541.0,3777.9894466953283
541.5,3772.419764624612
542.0,3783.790129935541
542.5,3745.3724656257746
543.0,3779.7988050249305
543.5,3810.7082076427178
544.0,3774.6472018569393
544.5,3750.817031725174
545.0,3724.751011462864
545.5,3707.65140830325
546.0,3720.8570617856913
546.5,3678.8858363079516
547.0,3666.4924957257044
547.5,3623.7365527344145
548.0,3652.7144421625226
548.5,3632.265861682245
549.0,3602.7761334224638
549.5,3599.1153081245657
550.0,3569.244938767294
550.5,3577.364149863818
551.0,3534.35351990059
551.5,3544.8563432588576
552.0,3508.448552217276
552.5,3526.9484516137627
553.0,3532.1788330011864
553.5,3519.4420645997716
554.0,3531.76749610799
554.5,3492.104938213054
555.0,3512.1530581909196
555.5,3536.2050509197047
556.0,3511.2489793167924
556.5,3552.439583357792
557.0,3527.4839687196177
557.5,3529.312671422496
558.0,3567.6358394922113
558.5,3588.043546742626
559.0,3554.9705065672347
559.5,3590.769983824247
560.0,3608.8631696091315
560.5,3592.9149919986276
561.0,3608.867594519981
561.5,3627.3388824802805
562.0,3627.620354207406
562.5,3611.6687738768574
563.0,3620.9157019582285
563.5,3642.0511047214522
564.0,3640.328922215242
564.5,3642.9601241694336
565.0,3639.456948751053
565.5,3637.5909474689643
566.0,3703.1079947719877
566.5,3698.777011060777
567.0,3700.454535680349
567.5,3723.2722718440186
568.0,3695.1115401864795
568.5,3736.3600258651313
569.0,3692.031369861633
569.5,3742.813472334958
570.0,3699.6104017771277
570.5,3764.2802824082355
571.0,3744.1594974231457
571.5,3716.5500549315543
572.0,3759.991735101407
572.5,3765.955004377131
573.0,3740.584370006013
573.5,3704.5002089587038
574.0,3725.459407366424
574.5,3775.8874171949888
575.0,3768.2247836984243
575.5,3765.3422424179603
576.0,3780.3727810269183
576.5,3770.857143477932
577.0,3771.346875641703
577.5,3812.890284754021
578.0,3796.710232937839
578.5,3773.854790630155
579.0,3800.3458495948876
579.5,3806.6002499565675
580.0,3819.232731398293
580.5,3810.6797102608643
581.0,3828.6747267645906
581.5,3765.964986865658
582.0,3822.288612678694
582.5,3845.42206851578
583.0,3812.438794680444
583.5,3837.9817904710526
584.0,3826.8925917605534
584.5,3828.824123463097
585.0,3843.9952130706147
585.5,3845.7456058116895
586.0,3833.728088817589
586.5,3828.745736395681
587.0,3842.392424999866
587.5,3840.9356295803445
588.0,3860.019353764
588.5,3833.9986045009055
589.0,3855.4089782532724
589.5,3819.407815948321
590.0,3871.146966984483
590.5,3838.190864281383
591.0,3851.029479716429
591.5,3828.864041605026
592.0,3887.7070263923983
592.5,3878.6812277797426
593.0,3839.8488818254827
593.5,3872.2353717894944
594.0,3896.2115001694224
594.5,3877.1417587944625
595.0,3880.229762401738
595.5,3834.2351324060105
596.0,3875.264614827833
596.5,3894.725199484334
597.0,3862.2767350565223
597.5,3843.3998084370355
598.0,3858.555298341868
598.5,3856.7999168657384
599.0,3842.0312837548263
599.5,3845.49771076039
600.0,3875.4453124690062
600.5,3824.738273125627
601.0,3889.465329150605
601.5,3896.331513801656
602.0,3845.1597657633283
602.5,3853.641204439087
603.0,3872.5582006026775
603.5,3862.58977439521
604.0,3858.5268287691665
604.5,3868.9377808186136
605.0,3883.6552050890905
605.5,3869.3613419148833
606.0,3891.027440237203
606.5,3842.7516020642524
607.0,3889.2630846834168
607.5,3878.494969620287
608.0,3884.2081825004975
608.5,3920.8053824101107
609.0,3889.7111327727657
609.5,3873.640255834671
610.0,3898.9788738955517
610.5,3844.3411723428335
611.0,3901.469589844439
611.5,3879.2881007579294
612.0,3886.275974945644
612.5,3860.4575829621854
613.0,3873.5817245891344
613.5,3854.2313267634613
614.0,3843.036903259788
614.5,3935.8609207594313
615.0,3874.5824942326694
615.5,3835.0680919020388
616.0,3853.468169764769
616.5,3901.7524584201506
617.0,3889.2641455373964
617.5,3876.170333184168
618.0,3900.0586036388277
618.5,3888.02765032566
619.0,3898.4787973894954
619.5,3895.5368678570326
620.0,3880.5071778182682
620.5,3905.405518494321
621.0,3882.899620228164
621.5,3850.1514502605264
622.0,3864.9358187255966
622.5,3856.7527567618617
623.0,3851.765113702204
623.5,3901.419644379004
624.0,3880.3064670337317
624.5,3910.9959800014994
625.0,3892.026213146178
625.5,3899.119338951133
626.0,3853.118013129191
626.5,3861.244953293453
627.0,3856.642948279471
627.5,3872.4291015530853
628.0,3851.5286398599947
628.5,3834.215871100781
629.0,3852.431796449885
629.5,3855.2664549418223
630.0,3872.352088980285
630.5,3854.641064515718
631.0,3892.6811900153093
631.5,3866.6715385969837
632.0,3855.2749292353233
632.5,3870.506002323272
633.0,3875.0261847453894
633.5,3855.8208032383445
634.0,3841.3389833468823
634.5,3847.7739172165843
635.0,3845.9386686738603
635.5,3834.4735400463483
636.0,3830.8183818820494
636.5,3871.155989596495
637.0,3860.7479938102333
637.5,3840.8527817037243
638.0,3830.186922221889
638.5,3845.368990194143
639.0,3847.3099010955398
639.5,3838.7644509447323
640.0,3856.5333527843572
640.5,3858.299402395813
641.0,3855.189189642728
641.5,3825.535410171825
642.0,3855.759093972303
642.5,3820.3362780033585
643.0,3813.842508948004
643.5,3841.255179773129
644.0,3838.0435887775825
644.5,3825.7896696305306
645.0,3847.0813189912396
645.5,3819.5776227446854
646.0,3841.633872182305
646.5,3825.7977110684474
647.0,3813.418985325854
647.5,3802.5809289371387
648.0,3829.908397823415
648.5,3813.712938543302
649.0,3819.929011206774
649.5,3833.363379785297
650.0,3818.2757244898576
